seconds_elapsed,z,y,x,a,ave,std
5.932598389,-1.038175027,0.530906619,-1.296586456,1.401070404,3.293979789,2.775339011
5.942581299,1.080721937,-0.364830506,-0.452712204,0.581420362,4.027178658,3.124895809
5.952564453,2.359001752,-0.590564677,0.121930682,0.603020504,4.872537652,3.220381148
5.962547119,4.228179129,-0.594762129,0.173565007,0.619569852,5.822578538,3.222052483
5.972530273,5.155311802,-1.106933068,-0.470375871,1.202727848,6.8546441,3.037822239
5.982513428,5.518381729,-2.516804542,-0.934519569,2.684703322,7.847883223,2.622912669
5.992496338,5.64784982,-4.149841213,-2.023992968,4.617112694,8.662953315,2.10760934
6.002479004,4.848593877,-4.793266542,-3.546542727,5.962664627,9.226155612,1.655154106
6.012462646,3.496124206,-5.378302227,-4.761654722,7.183278537,9.564818617,1.249528497
6.022445557,2.047370921,-6.092395668,-5.313895513,8.084229741,9.679110449,1.065130937
6.032428467,1.679784978,-6.702963853,-5.597910023,8.733059089,9.595687421,1.209643783
6.042411865,3.108545569,-7.065288515,-5.631439368,9.035010302,9.305883718,1.648969232
6.052394531,4.750906241,-7.842059069,-6.370352778,10.10342937,8.820578779,2.258694291
6.062377441,5.458825378,-7.971451757,-7.492962723,10.94022548,7.952256818,3.108004581
6.072360596,5.873049153,-7.593991486,-8.14384246,11.13511907,7.436438651,2.995298127
6.08234375,6.588307547,-7.205218963,-8.092638927,10.83540424,7.644301991,3.301259685
6.092326416,6.4024857,-6.910549788,-7.568955245,10.24913566,8.525148156,4.847996038
6.102310547,5.442448244,-6.259565422,-6.944577146,9.349294679,9.530263122,6.00507966
6.112293701,4.099349043,-5.5663172,-6.192064834,8.326196855,10.13425905,6.2550518
6.122276611,2.584517311,-4.75912345,-5.469299426,7.249999463,10.28147222,6.228031579
6.132259521,0.379502006,-3.858925253,-4.37677716,5.835022058,10.07446725,6.358387904
6.142242676,-2.931103721,-2.609289349,-3.268089066,4.181960909,9.656770576,6.748402454
6.152225586,-6.656138974,-1.416329272,-0.104914957,1.420209757,9.329482246,7.077335457
6.16220874,-9.264034238,1.255711424,5.644042829,5.782043811,9.454290752,6.946551854
6.172191406,-9.088901543,8.278468373,10.29903955,13.21375247,9.105571155,7.204873339
6.182174561,-9.82668741,14.554899,13.19228496,19.6438659,7.902937651,7.419290597
6.192157715,-7.282105219,15.40661637,13.21884095,20.30028532,6.176495515,6.428936811
6.202140625,-3.5371895,10.93152731,10.83193647,15.38925394,4.667963169,4.381765572
6.212123291,-2.547224522,6.38306496,7.433957576,9.798328609,3.997916289,2.978758141
6.222106689,-3.295319895,3.802324245,3.517699494,5.179949748,4.206781355,3.418863642
6.2320896,-3.32344738,1.504195187,0.697527214,1.658055299,4.759865095,3.939318526
6.24207251,-2.238486198,-0.862444513,0.287422273,0.909077609,5.218350092,3.816522025
6.252055664,0.240238497,-2.614662274,0.532295443,2.66829482,6.158506163,3.797117847
6.262038574,1.697506513,-2.294839369,-0.006233634,2.294847835,7.254171721,4.1921644
6.272021729,1.500056187,-0.866733734,-0.811623549,1.187417429,8.365825237,4.203582347
6.282004639,1.104785827,0.944289852,-2.184049674,2.379444537,9.278266469,3.473225451
6.291987549,2.799917135,3.997740434,-3.348715969,5.214961862,9.510823834,3.056353657
6.301970703,5.243639489,7.953893889,-3.497221646,8.688785142,9.244116873,3.503278991
6.311953613,1.126234857,11.31870993,-3.631402153,11.88697927,8.637214194,4.032617771
6.321936279,-7.550177479,10.18478189,-3.315294761,10.71078715,7.718499741,4.229316732
6.331919678,-4.837242462,3.359710241,-5.26176902,6.242905264,6.97281582,4.292891728
6.341902588,3.018079116,-4.312853847,-9.365284535,10.31063833,6.737128913,4.390092821
6.351885498,4.633236724,-8.010610048,-11.02131571,13.6249504,6.145152485,4.265673817
6.361868652,3.816915665,-8.969280307,-9.970817649,13.41138299,5.194303887,3.479752851
6.371851563,5.280767735,-7.060338199,-7.515680751,10.31182974,4.224273879,2.15306229
6.381834717,7.281763858,-2.24565945,-4.134514464,4.705018196,3.496354227,0.736191085
6.391817627,8.571712483,1.006355555,-2.340727113,2.547892251,3.214108662,0.759381495
6.401800537,8.585551039,1.323227794,-2.261017909,2.619758344,3.037278603,1.045798382
6.411783691,7.721156562,1.926046388,-1.891944212,2.699834734,2.908889533,1.161575702
6.421766602,6.532430761,3.091580114,-1.015041697,3.253947948,2.812919742,1.213373731
6.431749512,5.111127208,3.869378258,0.35942894,3.886036189,2.723208187,1.210610848
6.441732666,2.906042929,3.939081324,1.939951872,4.390874052,2.577301336,1.147975942
6.451715576,-0.042768298,2.611867675,3.181733263,4.116464418,2.372712009,0.975953204
6.461698486,-2.816032988,0.457978746,3.682715284,3.711082914,2.189471233,0.784618509
6.471681885,-4.225406449,-1.209407354,2.781042631,3.032633222,2.0376293,0.600866907
6.481664551,-4.018647613,-1.375600956,1.285209614,1.882562546,1.93284651,0.50133558
6.491647461,-2.986428717,-0.768263423,0.132417808,0.779591664,1.9177437,0.50488521
6.501631836,-0.539962032,-1.320253747,-0.203647719,1.335867639,2.029883584,0.335891029
6.511614746,2.452858432,-1.627654393,-0.615481384,1.740136822,2.098018459,0.24501154
6.521597412,4.40751892,-2.022783592,-1.209547639,2.356832398,2.135986029,0.214076365
6.531580566,4.559072002,-2.114328488,-1.191548237,2.426967687,2.117440629,0.201823458
6.541563721,2.640598679,-2.051184342,-1.136475973,2.344980776,2.076958144,0.174417154
6.551546631,0.8402584,-2.193601346,-0.636418081,2.284056663,2.065640577,0.159710367
6.561529541,-0.205030387,-2.163817618,0.354495283,2.192663583,2.022227201,0.153315143
6.571512695,-0.449897183,-1.818946781,0.794282538,1.984805316,1.95005459,0.213971558
6.581495605,0.04706099,-1.531518078,0.807876179,1.731534448,1.934666809,0.216438003
6.59147876,0.397622221,-1.521198929,1.140052078,1.900990511,1.982312498,0.218905576
6.601461426,0.585015153,-1.633413688,1.183689852,2.017216384,2.019809763,0.233399553
6.61144458,0.475800818,-1.314969085,1.662666962,2.11981252,2.071133569,0.279134993
6.621427734,-0.453581899,-1.205368308,1.806092852,2.171378398,2.201631199,0.493850183
6.631410645,-1.479730023,-1.143604218,1.667702326,2.022142837,2.405442715,0.778079989
6.641393555,-2.46567349,-1.337449212,1.786668313,2.231805111,2.702005746,1.081485093
6.651376709,-2.866456769,-0.744185797,1.693635809,1.849922905,3.102770195,1.496074832
6.661359619,-2.85843859,0.47963762,1.390541189,1.470937471,3.697460486,1.982684176
6.671342529,-2.736042921,1.320526134,1.268269,1.830927505,4.450196233,2.382974939
6.681325684,-2.51293793,1.667015513,1.447855314,2.207991334,5.186909713,2.589206281
6.691308594,-2.188587756,1.417339326,1.780774432,2.275963168,5.866747179,2.610218256
6.701291748,-2.027135942,0.770640089,2.410251754,2.530454439,6.487936842,2.413506349
6.711274414,-1.893593733,0.608838,3.370236604,3.424788822,7.073497174,2.067909959
6.721257568,-2.108531784,1.434227332,3.957629081,4.209493554,7.538727261,1.682030052
6.731240723,-2.427633828,2.432335868,4.354494601,4.987773151,7.83191246,1.284787551
6.741223633,-2.530151515,3.148507285,5.38680176,6.239449601,7.974431454,1.01133391
6.751206299,-2.04963302,3.837569746,6.787013425,7.796825815,7.973330484,1.01322629
6.761189697,-1.615909741,4.29451155,7.907368869,8.998294943,7.763540638,1.223434224
6.771172607,-1.846381023,3.901903394,8.329435759,9.198062305,7.321729688,1.4705467
6.781155518,-2.770467753,3.56740139,8.269720418,9.006365997,6.700378185,1.81809863
6.791138672,-3.5122272,3.308473391,7.81650611,8.487859798,6.013611326,2.093554175
6.801121582,-4.050784626,3.733016315,7.509364407,8.386057751,5.456605884,2.102123906
6.811104736,-3.960605758,3.986259839,7.024892207,8.0770897,5.224409111,1.882483585
6.821087646,-3.814631938,3.300388284,6.332949807,7.141345537,5.395503367,2.187088974
6.831070557,-3.910241014,1.587374405,6.213399883,6.412963091,5.849076116,2.866817955
6.841053711,-3.478914128,-0.678183339,6.191407831,6.228439899,6.327859949,3.289636871
6.851036621,-3.093980745,-2.033648685,5.323724834,5.698927362,6.715746483,3.478316694
6.861019287,-2.998503771,-1.294661041,4.393398625,4.580185442,7.065697736,3.53400703
6.871002686,-1.923230162,0.486445546,2.944638033,2.984547271,7.407027335,3.441075546
6.880985596,0.271497558,1.788659779,1.172485737,2.138697409,7.683900013,3.175216439
6.890968506,2.034759276,2.831161583,-0.705770727,2.917805379,7.800126518,2.985729024
6.90095166,2.531913848,5.215230557,-3.094278267,6.064090018,7.746235895,3.076839002
6.91093457,2.551931385,8.11779558,-5.468726594,9.788032266,7.327921661,3.528335381
6.92091748,4.11045379,9.531809561,-6.745268041,11.67707303,6.478180278,3.84275666
6.930900635,5.832442417,9.089490741,-6.54515931,11.20080141,5.445365222,3.691632673
6.940883545,6.064383041,8.197081298,-5.913161383,10.10730525,4.443284991,3.336287944
6.950866699,5.140770651,7.22500386,-5.693032193,9.198439886,3.588780332,2.832412004
6.960849609,2.214332,5.92047609,-5.370633884,7.993481435,2.915965529,2.132639589
6.97083252,-2.869661702,4.24801634,-3.880015387,5.753274045,2.378389953,1.299977707
6.980815674,-6.709273183,2.933374588,-1.513825185,3.30096246,2.176494264,0.833096491
6.990798584,-4.978772747,2.146269102,-1.026006889,2.378899156,2.351206081,1.16691195
7.000781494,-0.137083681,0.919637057,-1.64080219,1.880947672,2.684346125,1.542392766
7.010765137,3.58419412,-0.157512283,-1.280970661,1.290618439,3.133843919,1.864177616
7.020747803,4.715717439,-1.014408513,-0.889138458,1.34892247,3.715305072,2.09153145
7.030730713,5.44100389,-1.104436575,0.415472898,1.179999101,4.390971839,2.299013237
7.040713867,4.593765714,-1.041850647,1.164130288,1.562258653,5.20601257,2.455593058
7.050697021,4.527325449,-1.972184455,1.487558525,2.470291863,6.073712386,2.546113665
7.060679688,4.191513824,-2.602285023,0.28390199,2.61772567,6.90477976,2.590247316
7.070662842,2.671079158,-2.952296731,-2.286715683,3.734317153,7.714740728,2.380970206
7.080645996,2.041734961,-3.511595916,-3.62654273,5.048080631,8.347628198,2.058061627
7.090628906,1.984352739,-4.044900829,-4.030669767,5.710299597,8.752568528,1.74332095
7.100611816,2.506900695,-4.743005843,-4.261023706,6.375925615,8.999308355,1.444228166
7.110594727,3.381098482,-5.491090986,-4.509125483,7.105229964,9.080878031,1.310610752
7.120578125,4.31562448,-6.184575939,-5.239428594,8.105590141,8.954457385,1.536575925
7.130560791,4.912508423,-6.987736488,-6.18288141,9.33040641,8.537606112,2.152359915
7.140543701,5.38513821,-7.277074239,-7.203233342,10.23925681,7.819744316,2.851725994
7.150526855,5.308188826,-7.225338207,-8.001481569,10.78096561,7.700299469,2.771777081
7.16051001,4.905333417,-6.937876187,-8.168668858,10.71733535,8.489750835,4.26097659
7.170492676,4.398502085,-6.50623249,-7.677028666,10.06319186,9.792709268,6.264194096
7.18047583,3.798370831,-6.030444531,-6.811604261,9.09748393,10.76628104,6.94963122
7.190458984,3.445832528,-5.743670493,-5.82108165,8.177697861,11.13408559,6.948907354
7.200441895,2.363962005,-5.356223082,-4.798990181,7.19162238,11.04189777,6.993488872
7.210424805,-0.446400828,-4.210785803,-4.048066015,5.841023501,10.64906463,7.302244789
7.220407715,-4.358701698,-2.954986116,-2.601660169,3.937077416,10.2907081,7.610817271
7.230390869,-7.335607677,-1.192214227,1.7913176,2.151788444,10.27632318,7.622938725
7.240374023,-9.31478652,4.928006437,7.584412342,9.044808346,10.68768453,7.276532077
7.250356689,-10.62313473,13.31459616,13.09561205,18.67547927,10.38847748,7.398429772
7.260340088,-9.282702114,18.57337477,14.79682209,23.74691968,8.919825354,7.057461946
7.270322998,-5.895576627,14.85623874,13.08774205,19.7989096,6.931821611,5.140482567
7.280305664,-2.698110957,8.22614548,9.774695942,12.77552935,5.591603446,2.846192803
7.290288818,-1.722993713,4.277780195,5.860675409,7.255819709,5.422762963,2.435467596
7.300271973,-2.450276452,1.138153551,3.058377809,3.263291027,6.176376437,3.715606862
7.310254883,-3.201518744,-1.342167473,1.815131898,2.257458158,7.125547783,4.047719871
7.320237793,-2.041128227,-3.380007179,1.721665387,3.793228208,7.589770219,3.715347296
7.330220703,-0.840724848,-5.506151777,2.989574322,6.265401984,8.577467668,3.883819264
7.340203857,0.392295437,-5.475529844,2.579575179,6.052737825,9.623351489,4.482477505
7.350187012,3.885810337,-3.881721607,-0.918707375,3.988957993,10.51407337,4.568613181
7.360169678,3.256453281,-0.906998525,-3.759006789,3.866882253,11.05811587,4.054156682
7.370153076,4.610658981,3.98861254,-5.00090976,6.396727947,11.18254296,3.845251204
7.380135986,8.180321887,10.09223804,-4.590322588,11.08712452,10.96558282,4.157675346
7.390118896,3.299372385,14.55030349,-2.662815187,14.79195445,10.19346293,4.739630456
7.400101807,-7.697339633,12.72988839,-0.8000506,12.75500449,9.130076216,4.781345947
7.410084961,-4.028404744,2.845352021,-6.285665493,6.899682516,8.343680073,4.767156373
7.420067871,-0.297911518,-6.254646085,-12.15540391,13.6702027,8.138437091,4.868022468
7.430051025,-2.733262935,-8.670497267,-14.30114285,16.72424019,7.203955218,4.606330503
7.440033691,-0.149258834,-7.539462608,-12.92117669,14.95995667,5.837152225,3.465101228
7.450016846,8.183478305,-4.128895455,-8.477351361,9.429383001,4.572435123,1.82400029
7.46,11.82556172,0.526997337,-5.083911869,5.111153107,3.861758735,0.984423216
7.469982666,10.25569725,2.182474972,-3.620138416,4.227126584,3.571016256,1.001681454
7.479965576,9.279462693,2.135627881,-2.60164351,3.365925638,3.327453063,1.103478293
7.489948975,7.524864759,3.907980668,-1.420343914,4.158087269,3.137394367,1.236180012
7.499931885,5.163550054,4.888595048,0.15472762,4.891043057,2.918736158,1.229665795
7.509914795,2.829457117,4.574374201,1.603421139,4.847252694,2.730187202,1.04320733
7.519897949,1.003164066,3.427701828,2.638144564,4.325383978,2.48994809,0.768447229
7.529880859,-0.422977064,0.98244861,2.893996517,3.056210254,2.232419719,0.491980968
7.539864014,-1.796824381,-1.100809032,2.034010066,2.312785652,2.137496745,0.408344605
7.54984668,-2.043577958,-2.007787098,1.167626022,2.322619116,2.142350793,0.410681256
7.559829834,-1.053161657,-2.169073054,0.389282153,2.20372832,2.133119308,0.407550964
7.569812988,-0.191591041,-1.790908435,-0.045826589,1.791494654,2.131039605,0.407238288
7.579795898,1.223289749,-1.450811972,-0.205820423,1.465338672,2.12730205,0.410495899
7.589778809,3.141078012,-1.694697301,-1.007389575,1.971505185,2.092928804,0.473970699
7.599761963,3.352957844,-2.09593826,-2.154157517,3.005553493,2.013098384,0.548990787
7.609744873,1.951139913,-1.566205945,-1.877324443,2.444861576,1.903734544,0.438129577
7.619727783,0.763131832,-1.228044834,-1.24689888,1.750100264,1.924878307,0.467829005
7.629710938,-0.90571433,-2.076243964,-0.358577584,2.106980513,2.010443685,0.504823716
7.639693848,-0.737342727,-2.318779632,0.446231025,2.361326133,2.021353927,0.507961382
7.649676758,-0.072880454,-1.966839002,1.051570954,2.230304269,2.103502101,0.612058706
7.659659668,1.351204181,-1.457025439,1.625504814,2.182931293,2.274743758,0.825806776
7.669642822,1.084584969,-0.853786574,1.532312736,1.754119105,2.431355836,0.934850275
7.679625977,-0.339589828,-0.445779774,1.029213722,1.121606211,2.657660507,1.014073765
7.689608887,-1.794490385,-0.558850273,1.031545892,1.173200986,2.945954153,0.943766524
7.699591797,-2.920199172,-0.876009512,1.699419507,1.911915094,3.243170958,0.794953866
7.709574951,-3.467453992,-0.860249048,2.51314485,2.656299205,3.504488545,0.742140445
7.719557861,-3.879297594,-0.485516741,2.560122582,2.605754045,3.763774972,0.846161648
7.729540771,-3.906511764,0.611060353,2.130171077,2.216082934,4.193973292,1.176973904
7.739523926,-3.369130396,2.560510997,1.890515641,3.182807873,4.852827131,1.638835466
7.749506836,-2.027075444,3.111780606,2.421129707,3.942720837,5.515642871,2.103776113
7.759489746,-1.231204175,1.713924564,3.334344622,3.749052076,6.142686883,2.447845785
7.769473145,-1.993949127,1.056468371,3.875757438,4.017165808,6.821612944,2.624921379
7.779455811,-2.889029835,1.618063558,3.663090546,4.004542674,7.503763581,2.692966184
7.789438721,-3.628856853,2.611319978,3.219486363,4.145369039,8.158042564,2.554576749
7.799421875,-3.911979382,3.050979808,3.341851344,4.52509096,8.711599764,2.200273594
7.809405029,-3.221010211,2.863131424,4.399567669,5.249163478,9.118571128,1.710045822
7.819387939,-1.557732131,2.546083828,6.421393229,6.907737246,9.351664449,1.268614607
7.82937085,-0.496027468,2.287824521,8.502188865,8.804621317,9.25627131,1.468859916
7.83935376,-1.798985358,1.99708801,9.605554596,9.810965275,8.731462839,2.260624764
7.849336914,-3.74670348,2.093440598,9.996307479,10.21316096,8.095624101,2.715927742
7.859319824,-4.696127188,2.779315076,10.16520742,10.53831268,7.736957624,2.648595723
7.869302734,-4.177485591,3.163542357,10.36671666,10.83867218,7.787355638,2.705602411
7.879286133,-3.317941476,2.559206344,10.23213985,10.54733251,8.146116046,3.266197913
7.889268799,-2.697406024,0.595542465,9.662605686,9.680941043,8.679595941,3.973846677
7.899251709,-2.336291908,-1.739474015,8.416941024,8.594804596,9.274647047,4.491094833
7.909234863,-2.73007729,-1.99231948,7.31358523,7.58009669,9.687291659,4.597971981
7.919218018,-2.728130832,0.210357738,5.950088554,5.953805856,9.920965189,4.544005373
7.929200928,-0.869947436,1.840457186,3.04329919,3.556536604,10.10274213,4.416230785
7.939183838,1.192493629,3.442570895,0.262678,3.452577892,10.28263482,4.176016974
7.949166748,2.465915482,5.974755962,-2.865788368,6.626496191,10.25402724,4.22341877
7.959150146,2.461231123,9.62473159,-5.412649318,11.04229282,9.824330071,4.755681091
7.969132813,3.453216793,12.4603747,-7.270248193,14.42627625,8.96092975,5.217515194
7.979115723,5.394420418,13.49131233,-8.380130758,15.88213146,7.758427023,5.205035248
7.989099121,6.283336758,12.69041446,-9.12664646,15.6314521,6.420048031,4.633414093
7.999082031,4.767898292,9.28066447,-8.7005452,12.72125072,5.153783953,3.545589997
8.009065186,2.729296369,5.904181958,-7.967696789,9.91683199,4.106572668,2.567410859
8.01904834,0.058216042,3.638311494,-6.867319134,7.771575298,3.31101,1.744427508
8.029031494,-2.156381331,2.399405074,-4.787885142,5.355463457,2.979271087,1.036338517
8.039014404,-4.041664916,2.135087783,-2.338404516,3.166502095,3.074088405,1.267090687
8.048997314,-3.851639772,2.320140983,-0.208878605,2.329524512,3.57220991,1.982601979
8.058980469,-1.765555382,2.373153611,0.409879024,2.408289617,4.165171047,2.37095097
8.068963379,0.785607941,2.154855144,1.059526297,2.40124898,4.822131395,2.682792896
8.078946533,3.473437743,1.426902104,2.050770792,2.498341541,5.561949495,2.922555364
8.088929199,4.983161338,0.553258736,2.916803977,2.968811323,6.397737965,3.115630714
8.098912354,5.546548085,-0.578432341,2.173485026,2.249137864,7.233423434,3.203354217
8.108895508,5.421233606,-1.851477762,-0.646804743,1.961205312,8.164959754,2.963989103
8.118878174,3.965547014,-2.745503408,-3.507418631,4.454186167,9.133551377,2.282750495
8.128861084,2.199252796,-3.879465352,-4.968458859,6.303636637,9.81745273,1.737812122
8.138844482,1.951081607,-5.287335423,-6.199143394,8.147717146,10.24134079,1.287707802
8.148827393,2.008171714,-5.695338717,-5.981341185,8.259135879,10.38484742,1.114738087
8.158810303,2.132976782,-6.178294083,-6.513927136,8.9778931,10.40789795,1.072112593
8.168793457,3.73196213,-6.698935913,-7.152138531,9.79942998,10.22537684,1.404016791
8.178776367,4.417249748,-7.49290544,-7.855826898,10.85622624,9.821805259,1.944451957
8.188759521,5.214132824,-7.758270779,-8.251057219,11.32566602,9.187549934,2.467638089
8.198742188,6.024101884,-8.109056978,-8.245051841,11.56450107,8.321130512,3.023304594
8.208725342,5.873623154,-8.39859522,-8.069636822,11.64712154,7.41064374,3.270344654
8.218709229,5.448077189,-8.343345042,-7.610844422,11.29319969,7.4766752,3.360636424
8.228691406,4.850176178,-8.04723502,-6.810776578,10.54251721,8.771542035,6.022273674
8.238675293,4.377398215,-7.566918186,-5.87975245,9.582783505,10.72406144,8.803095787
8.248657471,3.895225816,-6.867040317,-4.991769592,8.489641121,12.04725112,9.499037815
8.258640381,2.620790402,-5.66328529,-4.368988406,7.152682012,12.37286395,9.427042268
8.268623291,1.183738952,-4.773848141,-3.229671072,5.763714194,12.16163869,9.564305493
8.278606445,-1.011939785,-3.831938462,-2.38526549,4.513672987,11.9015072,9.767986405
8.288590332,-4.773462356,-2.30394622,-1.332390321,2.661471802,11.84191957,9.81457903
8.29857251,-9.486537172,1.888341219,1.576059523,2.459633343,11.82349062,9.831957605
8.308556641,-10.02629696,8.739277374,8.665911109,12.30743614,11.79267298,9.861697712
8.31853833,-9.722256145,18.37635582,15.81068349,24.24186803,10.83945912,10.22004271
8.328521484,-8.816776208,24.58861939,17.30511658,30.06771131,8.738028286,9.373628233
8.338504395,-5.483515582,17.87729337,14.17434369,22.8146803,6.646211272,6.165274067
8.348487061,-2.940423338,7.166162964,9.306406814,11.74576943,5.67349597,3.882208828
8.358471191,-3.270594034,1.274780282,4.876562665,5.040429366,5.538798418,3.687681592
8.368453369,-3.295915815,-2.240506305,2.23179313,3.16239926,5.958550567,3.842699489
8.378437256,-1.356890995,-3.760256204,1.099820313,3.917796759,7.005906279,4.333796853
8.388419434,1.71795455,-2.349144959,-0.78609777,2.477182219,8.030696508,4.680194585
8.39840332,-0.030134442,-0.723462158,-2.026171189,2.15145699,8.976916097,4.410500758
8.40838623,-0.89743107,-0.019753333,-2.775227222,2.775297521,9.441078975,3.880114952
8.418368408,4.399534936,1.809773878,-2.672425896,3.227559707,9.512166786,3.762055517
8.428352295,8.192021677,8.109486017,-4.236784168,9.149541166,9.500484941,3.781682366
8.438334473,3.145032887,12.23059915,-4.65787666,13.08752729,8.912379773,4.222169396
8.448318359,-2.415666473,9.13325974,-4.971768422,10.39879391,7.98526051,4.221486253
8.458301514,-0.573197947,-0.103375034,-9.237372441,9.237950856,7.340121517,4.295655486
8.468283447,0.258547768,-5.984551964,-12.25252807,13.63595638,6.795781611,4.365006411
8.478267334,-0.168550248,-6.946972516,-12.34530689,14.16569904,5.795213142,3.791489144
8.488250488,4.518998935,-5.8233683,-10.42291377,11.93937811,4.807251052,2.573046105
8.498233398,9.914527022,-2.449246671,-6.336182213,6.793085771,4.026580702,0.984835903
8.508215332,10.44948146,1.010980293,-3.336366191,3.486175628,3.682596644,0.362711684
8.518199219,9.28487069,1.807780659,-2.531529233,3.110741257,3.582651296,0.510611548
8.528181396,7.40338299,2.854655856,-1.591842783,3.268489483,3.470690295,0.692251823
8.538165527,5.564033473,3.814780991,-0.108886199,3.816334657,3.356840199,0.801193079
8.548147217,3.543212705,3.849776901,0.872476954,3.947403985,3.179902205,0.872393132
8.558131348,1.164597979,3.003485651,2.31898626,3.794551795,2.979727713,0.902457569
8.568113525,-1.125223196,0.523040124,3.592394962,3.630271688,2.836344339,0.87509676
8.578096436,-2.640086638,-2.128663887,3.72011504,4.286078144,2.704191607,0.844472678
8.588079346,-2.39580325,-3.030139264,2.810205597,4.132674613,2.44318352,0.707453702
8.598062256,-1.012818029,-2.904747629,1.675319231,3.353245191,2.148726287,0.534668639
8.608045654,0.422434006,-2.382346972,0.71288845,2.486722147,1.922559034,0.448764668
8.61802832,1.550214595,-1.989946906,0.068665503,1.991131246,1.795759831,0.450578741
8.62801123,1.9727152,-2.07105341,-0.497583026,2.12998852,1.787702621,0.447724438
8.637994385,1.825440819,-1.790258446,-0.992470822,2.046954723,1.81954824,0.481025027
8.647977539,2.265914303,-1.386318749,-1.365177469,1.945659065,1.87523633,0.533500901
8.657960205,2.297921553,-1.47371237,-1.844223845,2.360718056,1.934201434,0.569403311
8.667943359,0.742692344,-1.679719512,-1.58393274,2.30874437,1.902782224,0.553446475
8.677926514,-0.444018098,-1.292166301,-1.067367366,1.675997268,1.798933192,0.564842494
8.68790918,-0.400486342,-1.025999583,-0.599092559,1.188102284,1.750914861,0.592963101
8.697892334,-0.210127509,-1.089237837,-0.071356934,1.091572662,1.812673349,0.562508071
8.707875244,-0.362218936,-1.009677393,0.68253547,1.21873012,1.890241346,0.508623441
8.717858643,-0.585532017,-0.869083512,1.701449405,1.91055914,1.966497664,0.456748391
8.727841309,-1.435789467,-0.693208474,2.348263939,2.448444713,2.057172665,0.521988738
8.737824219,-2.335362664,-0.653466247,2.520504273,2.603835618,2.225467393,0.811836394
8.747807373,-2.826060461,-0.675376465,2.443698828,2.535310105,2.448004928,1.128355964
8.757790527,-2.975804448,-0.217929634,2.034889479,2.046525963,2.714395034,1.399419469
8.767773193,-2.716234643,0.212845463,1.252294748,1.27025404,3.132909815,1.725033418
8.777756348,-2.531090842,1.022393667,0.620227555,1.195813962,3.775697882,2.07358216
8.787739502,-1.864684449,1.77412798,0.336119084,1.805687162,4.519640475,2.332858149
8.797722412,-1.416159614,1.813141894,0.446260982,1.867252632,5.257960186,2.518082734
8.807705322,-2.207734501,1.696899194,1.02276893,1.981293305,6.013220238,2.520469884
8.817688232,-2.94373407,1.899409141,2.08073923,2.817309147,6.779488886,2.336278838
8.827671387,-2.776793449,2.712334128,3.116350982,4.131392001,7.425275359,2.023392243
8.837654541,-2.164926748,3.197718767,3.618822073,4.829210962,7.837039664,1.705126849
8.847637207,-2.302219104,2.733528308,4.422625888,5.199211167,8.052236531,1.424673355
8.857620361,-1.926918641,2.380412204,5.759114146,6.231673773,8.139987644,1.264232647
8.867603516,-1.231245238,2.263466325,7.357852826,7.69813471,8.005896142,1.507277781
8.877586182,-1.668024544,1.926923756,8.41750158,8.635239893,7.657098048,1.892490556
8.887569336,-2.253574023,2.076473097,8.951192862,9.188884273,7.159868973,2.198620056
8.89755249,-2.699841142,2.664180631,9.035251786,9.419853145,6.560444393,2.373865058
8.9075354,-2.435978755,3.684359544,8.912454258,9.643979788,6.006166395,2.287014973
8.917518311,-1.738195228,3.551984041,8.568095462,9.275173878,5.661642059,1.947326414
8.927501221,-1.741501283,2.92950856,7.711326657,8.249035048,5.639294767,1.906585816
8.937484375,-2.212415352,1.708985354,6.768769328,6.981179639,5.836741025,2.239754809
8.947467529,-2.553826405,0.441902056,6.060633333,6.076722293,6.119849393,2.527024936
8.957450195,-4.282580289,0.163165194,4.888036245,4.890758757,6.429390611,2.687284446
8.967433105,-5.21889434,0.995797336,4.090694612,4.210153767,6.756742138,2.679287577
8.977416504,-3.60347925,2.005316324,3.065273706,3.662949147,7.005463684,2.543336547
8.987399414,-1.505451324,2.848721205,1.44585698,3.194638463,7.162825306,2.374754281
8.997382324,0.379566303,3.84156846,-0.523496051,3.877073168,7.196213725,2.320454266
9.007365479,2.153847428,5.744996189,-2.327950196,6.19873643,7.049617475,2.559505668
9.017348145,3.294142083,8.097002383,-4.046213373,9.051700959,6.619726289,2.990969688
9.027331055,3.791028359,8.658065656,-5.436708823,10.22349763,5.921781567,3.152026875
9.037313965,4.459462458,7.613404627,-6.190038881,9.812263315,5.043625559,3.052955877
9.047297119,4.326502433,6.312095819,-6.654734952,9.17213448,4.135666851,2.842637573
9.057280273,2.880693384,5.255101379,-6.24814211,8.164274024,3.275475413,2.464812264
9.067262939,1.146581188,4.35390891,-5.089030527,6.697369223,2.550535565,1.927944424
9.07724585,-1.187057575,3.784718445,-3.619050037,5.23656537,2.066733009,1.345754983
9.087229248,-3.114450702,3.021491847,-1.822377339,3.528522659,1.818402246,0.889795599
9.097212158,-2.944046204,2.154648223,-1.082102432,2.411110665,1.897810177,1.058338807
9.107195068,-0.567728576,1.447881179,-1.230029871,1.899824569,2.190218588,1.479794547
9.117178223,2.495254973,1.140087734,-1.730443737,2.072253741,2.6382574,1.932931791
9.127161133,3.897850904,0.650364773,-1.286938045,1.44193754,3.159861046,2.365248281
