time,seconds_elapsed,z,y,x
1646167905831278800,0.01827880859375,-0.0977751684449613,-0.033927988564968106,-0.027161563169956205
1646167905841260000,0.028260009765625,-0.1193294131271541,-0.04357084617912769,-0.04704349072575569
1646167905851241000,0.038240966796875,-0.07036912899464369,-0.03409633086919785,-0.054229602837562556
1646167905861222000,0.048221923828125,-0.03772591954320669,-0.016605682364106176,-0.05007774385511875
1646167905871203000,0.058203125,-0.04680369062051177,0.004728782087564468,-0.05018354231715202
1646167905881183700,0.068183837890625,-0.12517536267638205,0.04209668197333812,-0.03895896846950054
1646167905891164700,0.07816455078125,-0.2099769216492772,0.03860182559490204,-0.06314765330851077
1646167905901145900,0.088145751953125,-0.13476838979944586,0.044156537112593645,-0.01610416258275509
1646167905911126800,0.098126708984375,-0.09825403800308703,0.0023158757269382477,0.0031646015107631683
1646167905921107700,0.108107666015625,-0.1047892849907279,-0.04679506892263889,0.00017068039178848266
1646167905931089000,0.1180888671875,-0.1174425764672458,-0.05497077659368515,-0.02611351542174816
1646167905941069800,0.12806982421875,-0.1744714546345174,-0.09051029200851916,-0.05378595072329044
1646167905951050800,0.13805078125,-0.15459084225296973,-0.06503156735897064,-0.08556231421232223
1646167905961032000,0.148031982421875,-0.16133257159814238,-0.06810732154250144,-0.13848141897320745
1646167905971012900,0.158012939453125,-0.23131752358078955,-0.021092472389340398,-0.10406243202090262
1646167905980993800,0.167993896484375,-0.2402344050079584,0.010578092637658118,-0.10945464645326138
1646167905990975000,0.17797509765625,-0.16027239502072332,0.05477905341386795,-0.10133154575228691
1646167906000956000,0.187955810546875,-0.0926262612491846,0.002054594442248344,-0.10968787068724632
1646167906010936800,0.197936767578125,-0.15992738097533582,-0.03473521329462528,-0.10977496444880962
1646167906020918000,0.20791796875,-0.17461217827945946,-0.03523731759786606,-0.15608546472489834
1646167906030898700,0.217898681640625,-0.16541384956240654,-0.04581599475741386,-0.13076573002934455
1646167906040879600,0.227879638671875,-0.01440963362455368,-0.014047230052947998,-0.1385533151656389
1646167906050860800,0.23786083984375,0.04044511537402868,-0.04022913453578949,-0.22508827380239962
1646167906060841700,0.247841796875,-0.03846738556027412,-0.203059981867671,-0.2206979298889637
1646167906070823000,0.257822998046875,-0.08753887498229741,-0.26757833900749683,-0.25054537114202974
1646167906080803800,0.267803955078125,-0.29771789507493374,-0.06802490395605564,-0.37655952273011206
1646167906090784800,0.27778466796875,-0.316323665215075,0.1471422798126936,-0.4760194293916225
1646167906100766000,0.287765869140625,-0.14945961684435605,0.39306349828541276,-0.2397907528936863
1646167906110747000,0.297746826171875,-0.09368570717424153,0.4521703517705202,-0.14628595524430274
1646167906120727800,0.307727783203125,-0.06404109501689673,0.4097235411852598,-0.020079495954513547
1646167906130709000,0.317708984375,0.17688231516852973,0.3019704379528761,-0.07945522950887679
1646167906140690000,0.32768994140625,0.2782520009741187,0.01812310118973255,-0.0018067571610212326
1646167906150670800,0.3376708984375,0.28788945176079866,-0.33417876311838624,-0.15815233412683008
1646167906160652000,0.347652099609375,0.16700506427660583,-0.4709533781737089,-0.09299743264913558
1646167906170632700,0.3576328125,0.067350950217247,-0.5215682976454497,-0.28182489102482794
1646167906180613600,0.367613525390625,0.02041530378013849,-0.3386550317496061,-0.2350011805295944
1646167906190594600,0.377594482421875,-0.14636545022130013,-0.43132337857484815,-0.39262510686814783
1646167906200575500,0.387575439453125,-0.20025573810189962,-0.519868507990241,-0.36947394838333125
1646167906210556700,0.397556640625,-0.1203453121714294,-0.8028998521953821,-0.5897995378285646
1646167906220537600,0.40753759765625,-0.215150817155838,-1.032129463586211,-0.4075602256715297
1646167906230518500,0.4175185546875,-0.1721557250380516,-1.044725910308957,-0.29873043311834335
1646167906240499700,0.427499755859375,-0.13277210141569376,-0.6726309657722711,-0.47891164370179173
1646167906250480600,0.437480712890625,-0.052465369644016026,-0.3384375896066427,-0.5742997708797455
1646167906260461600,0.447461669921875,-0.09193462572321295,0.08553484168350696,-0.4407411952614784
1646167906270442800,0.45744287109375,-0.27905191918015476,0.32075463339984417,0.06270517023801803
1646167906280423700,0.467423583984375,-0.33497648936733604,0.2556155140131712,0.5724433293581008
1646167906290404600,0.477404541015625,-0.2520078449100256,0.12585983780920504,0.18627368223965166
1646167906300385800,0.4873857421875,-0.17051541048511862,0.16631518231630324,0.01563186889588833
1646167906310366700,0.49736669921875,-0.1387104054234922,-0.00018587796092033385,0.05091477920114994
1646167906320348000,0.507347900390625,-0.33684622876197096,0.14397241760492324,0.45805005745887756
1646167906330328600,0.51732861328125,-0.5669828719951212,0.30879005483984945,0.3775374278515577
1646167906340309500,0.5273095703125,-0.5614950882337987,0.3938116863042116,0.38884208119809627
1646167906350290700,0.537290771484375,-0.5176103537999093,0.23992636197209358,-0.10193886399567127
1646167906360271600,0.547271728515625,-0.6332067178785801,0.09008768268227577,-0.06964344506859779
1646167906370252500,0.55725244140625,-0.5418539836965501,-0.27462124325633047,0.17745149335861204
1646167906380233700,0.567233642578125,-0.3504955455385148,-0.5131634573936462,-0.35610417920053006
1646167906390214700,0.577214599609375,-0.06183715523183345,-0.5905266830593348,-0.3705050449967384
1646167906400195600,0.587195556640625,-0.09627075523138046,-0.5532406162381172,-0.261098913860321
1646167906410176800,0.5971767578125,-0.3045454030074179,-0.7545026087731123,-0.16470365546643734
1646167906420157700,0.60715771484375,-0.18873378874287008,-0.561862898632884,-0.2411789923816919
1646167906430138600,0.617138671875,-0.19258476508259773,-0.674624769937992,-0.5205266796380281
1646167906440119800,0.627119873046875,-0.35864407294169065,-0.688631083458662,-0.8006137870848178
1646167906450100700,0.637100830078125,-0.44266880232319233,-0.5649883371770381,-1.1727315279752015
1646167906460081700,0.64708154296875,-0.7502851372085512,-0.7825280952960252,-1.3435077813535927
1646167906470061800,0.657061767578125,-0.5421463907718658,-0.29770693528950215,-0.8964438128113746
1646167906480042800,0.667042724609375,-0.0458067885376513,-0.18407997158765793,-0.12277005510032177
