time,seconds_elapsed,z,y,x,a,ave,std
1.64617E+18,15.40082837,-3.781118375,-2.722178354,-0.634301966,4.702068709,4.904248573,0.24327732
1.64617E+18,15.41080933,-3.886958923,-3.194798788,-0.65879979,5.074367559,4.832814154,0.366053197
1.64617E+18,15.42079102,-3.873794905,-3.436192593,-0.6481083,5.218596638,4.578264961,0.770829502
1.64617E+18,15.43077222,-3.729192373,-3.253625948,-0.748170922,5.005268953,4.179269272,1.231250178
1.64617E+18,15.44075317,-3.634916591,-2.818686133,-0.882593494,4.683650437,3.750965274,1.568253137
1.64617E+18,15.45073413,-3.872547536,-2.12576612,-0.899344503,4.508250941,3.390042389,1.720043901
1.64617E+18,15.46071533,-4.374681649,-1.33562638,-0.736269764,4.632907351,3.079921436,1.76934063
1.64617E+18,15.47069727,-4.943667532,-0.655048255,-0.396938221,5.002648982,2.780088751,1.734471431
1.64617E+18,15.48067847,-5.249667079,-0.134303841,0.063246693,5.251765618,2.462794758,1.582422329
1.64617E+18,15.49065918,-4.944654205,0.190785607,0.380753248,4.962960547,2.13203419,1.282076532
1.64617E+18,15.50063989,-3.954325071,0.352734411,0.375284534,3.987724515,1.829660068,0.868673402
1.64617E+18,15.51062109,-2.488419575,0.433837992,0.121509461,2.528875626,1.62426652,0.497762029
1.64617E+18,15.52060303,-1.098748592,0.521578819,-0.173961788,1.228639751,1.57225383,0.421915407
1.64617E+18,15.53058423,-0.030273558,0.614904753,-0.37761137,0.722228974,1.665372195,0.438244586
1.64617E+18,15.54056445,0.708694797,0.674956194,-0.443359415,1.074421589,1.82496623,0.34677162
1.64617E+18,15.55054565,1.067619295,0.805777453,-0.436666091,1.407041413,1.969088083,0.301414605
1.64617E+18,15.56052661,1.209513152,1.003840358,-0.448593224,1.6345805,2.094817588,0.302969043
1.64617E+18,15.57050879,1.154271158,1.305987321,-0.556678007,1.829709046,2.216226576,0.335704758
1.64617E+18,15.5804895,0.874657513,1.615565896,-0.636143794,1.944159936,2.351884681,0.416482059
1.64617E+18,15.59047046,0.488991139,1.77813254,-0.599753251,1.939219334,2.521573955,0.542433702
1.64617E+18,15.60045166,0.191665312,1.877293756,-0.422578493,1.933789032,2.736827659,0.678626375
1.64617E+18,15.61043262,0.033213703,2.004506762,-0.12617822,2.008748727,3.002471297,0.817917131
1.64617E+18,15.62041333,0.053358665,2.154232044,0.145857026,2.159823399,3.305541191,0.945153899
1.64617E+18,15.63039575,0.286548997,2.272358072,0.358032773,2.318169321,3.628150555,1.044398647
1.64617E+18,15.64037646,0.594733487,2.394797872,0.489571679,2.515640117,3.963850064,1.107021166
1.64617E+18,15.65035767,0.887415872,2.443073535,0.585297842,2.664336464,4.305064171,1.133596108
1.64617E+18,15.66033862,1.279153675,2.465095398,0.634029579,2.848670383,4.639426029,1.092715552
1.64617E+18,15.67031958,1.891891605,2.483545246,0.636548283,3.186290093,4.944649587,0.96918442
1.64617E+18,15.68030151,2.565158531,2.513356447,0.600221344,3.641052675,5.175475294,0.779162278
1.64617E+18,15.69028247,3.123949767,2.599144972,0.477340047,4.091756377,5.294181863,0.607966292
1.64617E+18,15.70026367,3.695264969,2.708857977,0.277983048,4.590225409,5.288885123,0.6185575
1.64617E+18,15.71024463,4.431458014,2.380897357,0.299233085,5.039447668,5.137974967,0.893559148
1.64617E+18,15.72022559,4.986281516,2.000062642,0.380589655,5.385917044,4.840657102,1.285541526
1.64617E+18,15.73020776,5.396702976,1.720142707,0.352416175,5.675164412,4.414786846,1.679430353
1.64617E+18,15.74018872,5.720313583,1.531789881,0.26499446,5.927781186,3.932215901,1.923516461
1.64617E+18,15.75016943,5.835289039,1.424122118,0.129622003,6.007955046,3.504551438,1.907648526
1.64617E+18,15.76015063,5.744755951,1.346785196,-0.068116382,5.900905959,3.161190709,1.726572105
1.64617E+18,15.77013135,5.365660772,1.13248778,-0.342351329,5.494547163,2.887058078,1.468093604
1.64617E+18,15.78011255,4.720186693,0.898102101,-0.473262203,4.828118362,2.680873762,1.20940476
1.64617E+18,15.79009448,3.962822265,0.637009033,-0.449528203,4.038788979,2.558061932,1.034886711
1.64617E+18,15.80007544,3.053064797,0.308134221,-0.277799946,3.081123848,2.522984758,0.989032223
1.64617E+18,15.81005664,2.058495541,-0.091216979,-0.154088446,2.066269024,2.590345056,1.046046967
1.64617E+18,15.8200376,1.002678913,-0.487283751,-0.166739399,1.12721448,2.763357654,1.087322848
1.64617E+18,15.83001855,-0.064455229,-0.820669902,-0.20957141,0.849454967,3.053761602,0.995487911
1.64617E+18,15.84000049,-1.138307865,-1.173021743,-0.233510431,1.651136556,3.417195419,0.759943606
1.64617E+18,15.84998145,-2.047906927,-1.549176777,-0.182742732,2.574347757,3.750129015,0.631788448
1.64617E+18,15.85996265,-2.597837981,-1.791469576,-0.157537673,3.159579645,4.005430618,0.620813289
1.64617E+18,15.8699436,-2.838316716,-1.922979694,-0.171942046,3.432704,4.185704357,0.610677733
1.64617E+18,15.87992456,-2.937301991,-2.07821468,-0.115244117,3.600000062,4.318316806,0.575749429
1.64617E+18,15.88990674,-2.91131064,-2.261667167,-0.102971568,3.68801724,4.421926145,0.528443768
1.64617E+18,15.8998877,-2.906578936,-2.373296819,-0.131280876,3.75472683,4.516235752,0.469970438
1.64617E+18,15.9098689,-2.953558129,-2.379766015,-0.160695698,3.796395003,4.596679213,0.395721796
