a,ave,std,class
5.634912754,8.608331765,3.980838814,1
5.763387547,9.295849945,4.001580893,1
5.146532278,9.733963076,3.826865736,1
4.003615537,9.89775559,3.658357501,1
4.743586715,9.799204372,3.825276466,1
7.917350627,9.407676959,4.468915896,1
11.04117263,8.787557032,5.027972744,1
13.08737665,7.946072013,5.278315614,1
14.87190528,6.907600785,5.185385643,1
13.87347764,5.593833746,4.636334468,1
12.51009456,4.233819619,3.952401524,1
10.14451885,3.312958543,2.830325956,1
6.784457416,2.899660561,1.975130839,1
3.018103361,3.020527194,2.229732081,1
0.828312583,3.600018207,2.826868317,1
1.716151356,4.404040826,3.058141232,1
2.626322445,5.060742593,3.115005483,1
2.702664364,5.620255497,3.129947667,1
1.734234891,6.215861228,3.0844481,1
0.273336365,6.963817096,2.800829247,1
3.301483796,7.932611439,1.824364825,1
6.011539032,8.623015074,1.106131507,1
7.993123747,9.079328057,0.845115323,1
8.813013493,9.310922371,0.832962042,1
8.868538773,9.397505583,0.821629196,1
8.283169021,9.373514244,0.840021452,1
8.221451491,9.248379421,1.058038216,1
8.658721677,8.948313618,1.595647877,1
9.213793564,8.379692734,2.405284929,1
9.961279799,7.608053193,3.139584917,1
10.20552015,7.411553302,3.046257667,1
10.57466885,7.993478224,3.947046135,1
10.30906689,9.042049417,5.557680396,1
9.678845607,9.921604399,6.330812519,1
8.628625379,10.33130501,6.433580779,1
7.031820793,10.36272648,6.425950983,1
5.220793467,10.13615678,6.577553883,1
2.972512832,9.951105436,6.737328868,1
1.497398157,10.14793255,6.556913601,1
7.996280888,10.65902387,6.041656968,1
16.02476937,10.31282055,6.278855832,1
21.06038078,9.17264045,6.172424623,1
19.10461672,7.727500375,4.747188046,1
13.77585175,6.474102794,2.85565117,1
8.942840039,6.007687086,1.816957703,1
4.766123812,6.485067585,2.855649511,1
3.370280012,7.438923682,3.614423497,1
4.94078401,7.955277822,3.355879854,1
6.608311356,8.276580851,3.202174001,1
4.534247628,8.723309303,3.249536617,1
4.622968395,9.446956575,3.034743892,1
6.608980032,9.947294756,2.57593948,1
6.57064091,9.835639519,2.737361297,1
9.111694664,9.412526477,3.444894148,1
13.71664503,8.559767357,4.350304917,1
14.30468478,7.238016822,4.584338722,1
8.533821413,6.076449192,4.091758819,1
8.153814295,5.751596333,4.011942905,1
11.07559588,5.558248704,3.937411501,1
11.77072035,5.029831794,3.490746354,1
9.626350202,4.211751049,2.67944636,1
5.492427665,3.38523911,2.092144588,1
2.339510482,3.009672489,2.015872563,1
0.584103472,3.012135646,2.015067087,1
0.499139677,3.162247928,1.879985037,1
2.689008484,3.277717296,1.743366703,1
5.285292827,3.207959816,1.779116663,1
6.220338001,2.914221985,1.649669886,1
5.791426781,2.564909403,1.22875889,1
3.589912902,2.276182378,0.630041695,1
1.361230806,2.146067146,0.45546635,1
1.736761457,2.1840296,0.401037779,1
2.364142054,2.132735464,0.479995377,1
2.085226286,2.029013319,0.528409061,1
1.65383336,2.021077962,0.528101056,1
1.991433684,2.110804993,0.534271139,1
2.34791452,2.189173406,0.567459464,1
2.727212179,2.22384532,0.586376359,1
2.904156531,2.212275036,0.577402704,1
2.288760586,2.162569502,0.535582827,1
1.74085534,2.129049728,0.537123216,1
1.223820098,2.109149715,0.554540882,1
1.326920604,2.210208406,0.469564497,1
2.005872723,2.383017632,0.428925997,1
2.551103666,2.501850845,0.470568616,1
2.77511781,2.504353311,0.470890316,1
2.694633663,2.485672739,0.463424527,1
2.61150934,2.552858882,0.532415862,1
2.407101189,2.780780401,0.881893429,1
1.953562848,3.238743529,1.524154013,1
1.541855212,3.862950943,2.055558538,1
2.234407005,4.508812245,2.23189168,1
3.055012861,5.017277058,2.235007516,1
3.19420486,5.394053676,2.189573849,1
2.576128323,5.743471071,2.087039865,1
2.588312092,6.212234565,1.834098965,1
3.366495094,6.714786486,1.412277065,1
4.890724525,7.052960454,0.871304328,1
6.986732465,7.12207894,0.709412834,1
8.195636992,6.898673569,1.006444468,1
8.000468228,6.555451434,1.087589197,1
7.31905514,6.209390871,1.122739877,1
6.822779044,5.836752773,1.297409276,1
6.688378809,5.477193949,1.462102894,1
7.263763262,5.300989637,1.410795704,1
7.613831296,5.354250972,1.491628416,1
6.748234774,5.533569651,1.823382007,1
5.581909387,5.865156322,2.262698159,1
4.752678754,6.374552107,2.677048741,1
4.763415645,6.929784673,2.85308692,1
4.539862595,7.33533375,2.804139358,1
3.592674168,7.606050452,2.647493885,1
3.227190797,7.770299851,2.435905452,1
4.926335696,7.782794281,2.412781228,1
7.796376608,7.49787502,2.860042702,1
9.407018082,6.802560824,3.480789559,1
10.06410149,5.930851609,3.796594497,1
10.67586724,5.15213442,3.665306053,1
10.30500441,4.395589771,3.198094073,1
8.818906415,3.553460679,2.580205108,1
7.247029617,2.854335734,1.921986129,1
5.235168158,2.585121893,1.407539529,1
3.352135097,2.685403118,1.61343553,1
2.077143085,3.028620975,2.030031853,1
0.843234652,3.5649834,2.385270889,1
0.689925929,4.222856693,2.450216524,1
2.276929598,4.899387628,2.311392235,1
3.11042075,5.493291187,2.324231633,1
1.883713494,6.088866042,2.399183595,1
1.827656962,6.853927299,2.142323944,1
4.55489121,7.64158316,1.501740689,1
6.237980404,8.180593648,1.2419731,1
6.784313663,8.552625217,1.15876558,1
7.440767344,8.822472395,1.021639565,1
7.421967576,8.948789073,0.915579458,1
7.455235285,8.976926805,0.871486513,1
8.215965184,8.903636323,1.015324188,1
9.066169301,8.668322699,1.361202591,1
9.534326067,8.21148338,1.83512616,1
9.704215571,7.279502613,2.95283821,1
9.944996082,7.332937965,3.000680308,1
9.958296098,8.350889055,4.862920616,1
9.482785439,9.655195664,6.569021371,1
8.703934122,10.51077915,7.031730016,1
7.703344903,10.80150056,7.011085535,1
6.72233046,10.74088258,7.040170385,1
5.862828949,10.53628065,7.182281235,1
4.49777611,10.38620086,7.29319275,1
0.214518393,10.43897217,7.25218891,1
10.23856909,10.69217643,6.927734481,1
20.12450698,9.749448433,7.539720582,1
23.00136219,7.95764592,6.968664198,1
18.03862031,5.948764908,4.943747065,1
11.61114817,4.807341916,2.926939564,1
7.09716518,4.834508789,2.990534039,1
4.676311083,5.316216171,3.634769377,1
4.362031074,5.943412945,3.993649678,1
5.025489246,7.184824423,5.088503577,1
2.746560996,8.439154765,5.88522989,1
0.811289097,9.686183172,5.868048841,1
2.206481849,10.68776462,5.068000322,1
2.912552077,11.09802397,4.498932176,1
6.624390395,11.26757492,4.20991798,1
11.88281689,11.06102958,4.474976475,1
11.914239,10.29377146,4.905357651,1
10.94827882,9.45146741,5.264785456,1
16.77614585,8.673025918,5.553498544,1
17.56879267,7.345680985,5.018632967,1
15.21684506,5.976545939,3.750175044,1
10.82710353,4.926908644,2.140451766,1
6.309075389,4.337342108,0.867592729,1
4.608061555,4.255263067,0.69976704,1
4.558936997,4.34954999,0.797629421,1
4.210235683,4.389511702,0.816896606,1
3.491198544,4.281489462,0.900594747,1
3.163863903,4.131287721,1.118714489,1
3.502696519,4.005615587,1.279382628,1
3.877442204,3.866360576,1.396930754,1
4.720472115,3.697936889,1.48424444,1
4.931438168,3.45013597,1.499619578,1
5.488284979,3.140607844,1.481255697,1
5.550930788,2.678054448,1.395660121,1
4.958554115,2.156315773,1.183210459,1
3.130013282,1.838267982,0.726557043,1
1.989181138,1.795343514,0.658462427,1
1.907142558,1.927020942,0.800419486,1
2.110146408,2.072564665,0.908587796,1
2.193205339,2.135566957,0.930586295,1
2.242462926,2.092387976,0.936906153,1
1.836156907,1.95438622,1.003878621,1
0.862751021,1.886113615,1.032407996,1
0.333544034,1.929787503,0.996817185,1
1.778076207,2.024550261,0.878598575,1
2.700768603,2.057103101,0.874886154,1
3.305955421,2.108691568,0.925088938,1
3.362579786,2.160266533,1.00161221,1
2.740169325,2.27585272,1.183811695,1
1.761415526,2.542116408,1.512196614,1
0.862445375,2.980490367,1.825323608,1
1.153430855,3.533066919,1.933677814,1
1.299489893,4.053174405,1.923118041,1
1.281171615,4.545974822,1.78045486,1
2.103604615,5.036560105,1.460395829,1
3.216653268,5.46115307,1.124563966,1
3.821705068,5.750958704,0.848287975,1
4.518441659,5.960798382,0.553370381,1
5.402806209,6.138291325,0.278812127,1
6.14515511,6.285014367,0.235923365,1
6.388210895,6.407791292,0.39621259,1
6.354505716,6.490704463,0.464336964,1
6.227494063,6.491163961,0.464204211,1
6.187024447,6.426307642,0.536231244,1
6.349534263,6.269599593,0.763908283,1
6.114709611,6.041918083,1.006829877,1
5.92010185,6.00518493,1.010199286,1
6.293371084,6.258347751,1.246693858,1
6.870036626,6.803328492,2.065297978,1
7.372924367,7.368936322,2.687029396,1
7.217342601,7.724962636,2.892016476,1
6.359100697,8.00797619,2.966024721,1
5.578930875,8.326519386,2.94279704,1
4.619943957,8.449637318,2.849547651,1
4.072719165,8.395927378,2.925281156,1
5.747378081,8.259222521,3.147613527,1
8.451730054,7.975415624,3.472484077,1
11.7431785,7.439373121,3.759464083,1
12.52611492,6.535721543,3.701967682,1
10.93318751,5.520086357,3.289390462,1
10.04747814,4.636391469,2.877721299,1
9.544532663,3.856568256,2.305431864,1
6.810110195,3.191781051,1.315265148,1
4.082844549,2.780017116,0.525426836,1
2.705670599,2.677758671,0.322078021,1
2.90930911,2.808594811,0.514879489,1
3.091305027,3.032613535,0.872859762,1
2.706662716,3.366822129,1.344013774,1
2.36976306,3.915115802,1.946300114,1
2.09623863,4.707814687,2.644509227,1
2.249246012,5.650576224,3.173079887,1
2.896660611,6.626389144,3.464131887,1
2.692470845,7.522913938,3.542094279,1
3.060260099,8.348377756,3.271732647,1
4.014031996,8.993977953,2.761776863,1
5.14949635,9.408832423,2.245983937,1
6.433390968,9.58683846,1.952752959,1
8.189599446,9.54139006,2.029401986,1
10.29675192,9.067874953,2.723344998,1
11.52385399,8.252011665,3.376701485,1
12.00737521,8.142696369,3.285473573,1
11.86190855,8.658660242,4.144680254,1
10.94710903,9.486053022,5.351660746,1
9.51626207,10.16981418,5.903055426,1
8.1625767,10.45301349,5.93276571,1
6.929556718,10.27596021,6.024192762,1
5.978906964,9.812856226,6.428106385,1
3.454448379,9.419378216,6.762479253,1
2.138119036,9.425284415,6.757290838,1
10.43070103,9.636445377,6.556275645,1
17.16701395,9.216402003,6.626117612,1
20.13583634,8.499781618,6.093619319,1
17.78472063,7.907835347,5.148782525,1
12.34825513,7.495856807,4.460870856,1
6.392043911,7.276726444,4.266721953,1
2.298516886,8.33254413,5.135128837,1
2.044126867,10.10953878,5.774432425,1
3.513510372,11.67977879,5.495970159,1
4.249728651,12.54450231,4.776220278,1
6.230267291,12.8201524,4.350082376,1
10.0008101,12.66797913,4.597524958,1
14.21637363,12.14043208,5.143549662,1
13.66493523,11.11838986,5.622618244,1
10.15695149,10.13517688,5.941936792,1
16.95022077,9.524383605,6.215917401,1
20.06846341,8.242068791,5.864476845,1
17.74652691,6.6391796,4.427479225,1
12.16074561,5.138090947,2.556511403,1
7.006229556,4.088004862,1.308087823,1
4.708534596,3.619190353,0.976199259,1
4.72533956,3.397668311,0.954979376,1
3.99595148,3.109503741,0.945599997,1
3.832805455,2.883175296,0.976690208,1
4.049018702,2.710327718,0.945794788,1
4.12707263,2.536283148,0.83735751,1
4.039571504,2.366506851,0.648403288,1
2.735640384,2.206985385,0.34010477,1
1.659884756,2.185390933,0.311506193,1
2.318084468,2.297685016,0.304143535,1
2.49331417,2.332882374,0.324174319,1
1.843693858,2.216635563,0.435212027,1
1.732667029,2.179176492,0.479560472,1
2.104329683,2.275282773,0.476740259,1
2.308573,2.334960792,0.488804853,1
2.429309661,2.40624693,0.530003244,1
2.444356838,2.518203737,0.631566653,1
2.519695868,2.589322078,0.658705598,1
2.782825588,2.563451862,0.665972198,1
2.670058042,2.582470569,0.674624917,1
1.330846063,2.720361028,0.806472406,1
1.469103145,2.908630088,0.66798169,1
2.693729844,3.064410778,0.46487326,1
2.701109868,3.159838029,0.476779052,1
3.021434381,3.282168971,0.49976865,1
3.548877733,3.415365337,0.583080056,1
3.155540243,3.601975309,0.838582956,1
2.260993708,4.02258958,1.385609879,1
2.973012662,4.769737258,2.07644819,1
4.048962634,5.526981799,2.598324644,1
3.213536658,6.117770487,2.854151084,1
3.026910051,6.731782796,2.823616089,1
3.648002347,7.313084849,2.589732851,1
3.924419294,7.769933708,2.288304316,1
4.353398043,8.117726497,1.910521053,1
5.414977451,8.330439072,1.567121709,1
7.361682949,8.350484279,1.530556983,1
9.732470493,8.041823456,1.952039107,1
10.54545807,7.370534364,2.365648379,1
9.956849513,6.518832171,2.591656404,1
9.353659751,5.834710787,2.494962758,1
8.839930581,5.590358672,2.245547935,1
8.21649093,5.784512955,2.577515297,1
7.402347184,6.469454849,3.76794651,1
6.480523795,7.281362353,4.65241976,1
5.615429523,7.988569495,5.001356776,1
4.275074721,8.651641637,5.08167547,1
3.019579572,9.325473034,4.900176318,1
2.028436138,9.882026072,4.447511797,1
3.115635671,10.21421441,3.944079236,1
6.910138603,10.17366172,4.018245211,1
10.78147341,9.622754905,4.740630104,1
15.06590988,8.6027496,5.428947701,1
15.52142222,7.156460663,5.440959836,1
13.55259521,5.666275426,4.965805862,1
12.24615095,4.431288689,4.34821312,1
11.01338869,3.475143927,3.491503023,1
8.585109946,2.835516327,2.495869738,1
5.350319535,2.573271795,1.957732496,1
2.710108806,2.756567696,2.270051969,1
1.401070404,3.293979789,2.775339011,1
0.581420362,4.027178658,3.124895809,1
0.603020504,4.872537652,3.220381148,1
0.619569852,5.822578538,3.222052483,1
1.202727848,6.8546441,3.037822239,1
2.684703322,7.847883223,2.622912669,1
4.617112694,8.662953315,2.10760934,1
5.962664627,9.226155612,1.655154106,1
7.183278537,9.564818617,1.249528497,1
8.084229741,9.679110449,1.065130937,1
8.733059089,9.595687421,1.209643783,1
9.035010302,9.305883718,1.648969232,1
10.10342937,8.820578779,2.258694291,1
10.94022548,7.952256818,3.108004581,1
11.13511907,7.436438651,2.995298127,1
10.83540424,7.644301991,3.301259685,1
10.24913566,8.525148156,4.847996038,1
9.349294679,9.530263122,6.00507966,1
8.326196855,10.13425905,6.2550518,1
7.249999463,10.28147222,6.228031579,1
5.835022058,10.07446725,6.358387904,1
4.181960909,9.656770576,6.748402454,1
1.420209757,9.329482246,7.077335457,1
5.782043811,9.454290752,6.946551854,1
13.21375247,9.105571155,7.204873339,1
19.6438659,7.902937651,7.419290597,1
20.30028532,6.176495515,6.428936811,1
15.38925394,4.667963169,4.381765572,1
9.798328609,3.997916289,2.978758141,1
5.179949748,4.206781355,3.418863642,1
1.658055299,4.759865095,3.939318526,1
0.909077609,5.218350092,3.816522025,1
2.66829482,6.158506163,3.797117847,1
2.294847835,7.254171721,4.1921644,1
1.187417429,8.365825237,4.203582347,1
2.379444537,9.278266469,3.473225451,1
5.214961862,9.510823834,3.056353657,1
8.688785142,9.244116873,3.503278991,1
11.88697927,8.637214194,4.032617771,1
10.71078715,7.718499741,4.229316732,1
6.242905264,6.97281582,4.292891728,1
10.31063833,6.737128913,4.390092821,1
13.6249504,6.145152485,4.265673817,1
13.41138299,5.194303887,3.479752851,1
10.31182974,4.224273879,2.15306229,1
4.705018196,3.496354227,0.736191085,1
2.547892251,3.214108662,0.759381495,1
2.619758344,3.037278603,1.045798382,1
2.699834734,2.908889533,1.161575702,1
3.253947948,2.812919742,1.213373731,1
3.886036189,2.723208187,1.210610848,1
4.390874052,2.577301336,1.147975942,1
4.116464418,2.372712009,0.975953204,1
3.711082914,2.189471233,0.784618509,1
3.032633222,2.0376293,0.600866907,1
1.882562546,1.93284651,0.50133558,1
0.779591664,1.9177437,0.50488521,1
1.335867639,2.029883584,0.335891029,1
1.740136822,2.098018459,0.24501154,1
2.356832398,2.135986029,0.214076365,1
2.426967687,2.117440629,0.201823458,1
2.344980776,2.076958144,0.174417154,1
2.284056663,2.065640577,0.159710367,1
2.192663583,2.022227201,0.153315143,1
1.984805316,1.95005459,0.213971558,1
1.731534448,1.934666809,0.216438003,1
1.900990511,1.982312498,0.218905576,1
2.017216384,2.019809763,0.233399553,1
2.11981252,2.071133569,0.279134993,1
2.171378398,2.201631199,0.493850183,1
2.022142837,2.405442715,0.778079989,1
2.231805111,2.702005746,1.081485093,1
1.849922905,3.102770195,1.496074832,1
1.470937471,3.697460486,1.982684176,1
1.830927505,4.450196233,2.382974939,1
2.207991334,5.186909713,2.589206281,1
2.275963168,5.866747179,2.610218256,1
2.530454439,6.487936842,2.413506349,1
3.424788822,7.073497174,2.067909959,1
4.209493554,7.538727261,1.682030052,1
4.987773151,7.83191246,1.284787551,1
6.239449601,7.974431454,1.01133391,1
7.796825815,7.973330484,1.01322629,1
8.998294943,7.763540638,1.223434224,1
9.198062305,7.321729688,1.4705467,1
9.006365997,6.700378185,1.81809863,1
8.487859798,6.013611326,2.093554175,1
8.386057751,5.456605884,2.102123906,1
8.0770897,5.224409111,1.882483585,1
7.141345537,5.395503367,2.187088974,1
6.412963091,5.849076116,2.866817955,1
6.228439899,6.327859949,3.289636871,1
5.698927362,6.715746483,3.478316694,1
4.580185442,7.065697736,3.53400703,1
2.984547271,7.407027335,3.441075546,1
2.138697409,7.683900013,3.175216439,1
2.917805379,7.800126518,2.985729024,1
6.064090018,7.746235895,3.076839002,1
9.788032266,7.327921661,3.528335381,1
11.67707303,6.478180278,3.84275666,1
11.20080141,5.445365222,3.691632673,1
10.10730525,4.443284991,3.336287944,1
9.198439886,3.588780332,2.832412004,1
7.993481435,2.915965529,2.132639589,1
5.753274045,2.378389953,1.299977707,1
3.30096246,2.176494264,0.833096491,1
2.378899156,2.351206081,1.16691195,1
1.880947672,2.684346125,1.542392766,1
1.290618439,3.133843919,1.864177616,1
1.34892247,3.715305072,2.09153145,1
1.179999101,4.390971839,2.299013237,1
1.562258653,5.20601257,2.455593058,1
2.470291863,6.073712386,2.546113665,1
2.61772567,6.90477976,2.590247316,1
3.734317153,7.714740728,2.380970206,1
5.048080631,8.347628198,2.058061627,1
5.710299597,8.752568528,1.74332095,1
6.375925615,8.999308355,1.444228166,1
7.105229964,9.080878031,1.310610752,1
8.105590141,8.954457385,1.536575925,1
9.33040641,8.537606112,2.152359915,1
10.23925681,7.819744316,2.851725994,1
10.78096561,7.700299469,2.771777081,1
10.71733535,8.489750835,4.26097659,1
10.06319186,9.792709268,6.264194096,1
9.09748393,10.76628104,6.94963122,1
8.177697861,11.13408559,6.948907354,1
7.19162238,11.04189777,6.993488872,1
5.841023501,10.64906463,7.302244789,1
3.937077416,10.2907081,7.610817271,1
2.151788444,10.27632318,7.622938725,1
9.044808346,10.68768453,7.276532077,1
18.67547927,10.38847748,7.398429772,1
23.74691968,8.919825354,7.057461946,1
19.7989096,6.931821611,5.140482567,1
12.77552935,5.591603446,2.846192803,1
7.255819709,5.422762963,2.435467596,1
3.263291027,6.176376437,3.715606862,1
2.257458158,7.125547783,4.047719871,1
3.793228208,7.589770219,3.715347296,1
6.265401984,8.577467668,3.883819264,1
6.052737825,9.623351489,4.482477505,1
3.988957993,10.51407337,4.568613181,1
3.866882253,11.05811587,4.054156682,1
6.396727947,11.18254296,3.845251204,1
