a,ave,std,class
6.815383644,9.467587228,4.081225,1
10.49656228,8.918027155,4.721189931,1
13.32279209,7.974546212,5.227083828,1
13.84719145,6.799998175,5.212957872,1
13.65082302,5.66863556,4.769580699,1
12.7212857,4.59132781,3.999460352,1
10.72911728,3.613848,2.949770283,1
7.396087751,2.985636481,1.820220836,1
4.037713126,2.807069563,1.423045259,1
1.658915929,3.040307239,1.757475753,1
1.319782911,3.548401634,2.002100368,1
1.061752856,4.121515261,2.100008436,1
1.577311717,4.770604497,2.056640288,1
2.533565308,5.475006355,2.048581055,1
2.877745516,6.20865501,2.173678667,1
2.94648761,6.983787901,2.229027349,1
4.447002085,7.7935121,2.081163842,1
5.610418568,8.455302202,1.9605009,1
6.370089894,8.933333615,1.783340287,1
6.739859872,9.205840011,1.565771243,1
7.050919183,9.295748822,1.442555111,1
7.552645215,9.190641743,1.62858457,1
8.621330303,8.841504013,2.212043144,1
9.870051859,8.140358143,3.102633145,1
10.62907442,7.524293256,3.303172537,1
11.0437296,7.573366141,3.352214684,1
11.06490311,8.152679715,4.275352448,1
10.39073269,9.007103579,5.461276969,1
9.095153857,9.757501812,6.080293528,1
7.638947982,10.17663373,6.16407261,1
5.999848394,10.18951171,6.158889769,1
4.061267916,9.92793062,6.382759485,1
1.609871597,9.658508001,6.674888676,1
3.70940299,9.759358222,6.559135783,1
11.11980328,9.618127763,6.701541055,1
16.83686534,8.584981833,7.170374274,1
19.60914174,7.134196668,6.812770745,1
17.89471502,5.878649135,5.410699461,1
13.28647306,5.127718443,4.037855304,1
7.767727801,5.005493561,3.800568393,1
3.384037448,5.1969642,3.978949945,1
1.367041723,6.35938599,4.876298936,1
2.618373808,8.134092519,5.865547609,1
2.297098398,9.754520376,6.337276877,1
0.788343982,10.82885295,5.875822482,1
2.329013698,11.39309596,5.104904252,1
7.053666406,11.53789285,4.860436276,1
10.38540811,11.16458897,5.31281481,1
12.06422424,10.51263218,5.750427333,1
9.682434188,9.851081894,5.912135083,1
15.00825535,9.525807771,6.001273532,1
19.11410701,8.5915808,5.798845015,1
18.82265239,7.126770976,4.702192506,1
13.04042413,5.573257108,2.737121567,1
6.430774061,4.555252278,1.271068362,1
3.776982626,4.22628115,1.164314293,1
3.320627558,4.126880199,1.238496716,1
3.865840281,4.010100567,1.35827804,1
5.448721351,3.793278474,1.52662479,1
6.42969295,3.422912763,1.529340227,1
5.665985648,2.975304129,1.204301204,1
4.466008765,2.6510312,0.807271595,1
3.287513707,2.441497053,0.535003649,1
2.860375833,2.35453661,0.455135151,1
3.141062785,2.311800743,0.424676629,1
2.782973116,2.244099912,0.330631824,1
2.152831231,2.199659437,0.281418627,1
1.697619349,2.189836925,0.284578145,1
1.745064245,2.27814556,0.253448873,1
1.953606609,2.369748778,0.205165177,1
2.423256355,2.455367972,0.191856855,1
2.370667298,2.511068699,0.24729519,1
2.417909276,2.60793995,0.34410688,1
2.43301717,2.685859059,0.378732085,1
2.464054475,2.688359424,0.377133749,1
2.338568366,2.668878744,0.39291801,1
2.054606104,2.756085914,0.406472029,1
2.5807057,2.890706212,0.373438469,1
2.661096429,2.994389533,0.41463792,1
2.80979855,3.132143957,0.500885154,1
2.980263626,3.290080338,0.611196293,1
3.339379801,3.498831066,0.797749193,1
3.197100374,3.752855414,1.065903417,1
2.458020818,4.086611797,1.32955497,1
2.269247672,4.518886675,1.428801111,1
3.210640063,4.967681449,1.354610978,1
3.400809086,5.358426048,1.354988603,1
3.617538911,5.82103984,1.396730679,1
4.03864067,6.381148638,1.518536422,1
4.389162364,6.910356078,1.532041841,1
5.067770897,7.313479845,1.333050986,1
5.879623287,7.564256909,1.103033346,1
6.534664203,7.640543449,1.005996793,1
6.780769595,7.549510156,1.134881821,1
6.757195411,7.265994954,1.5643797,1
7.118086055,6.888642477,2.02801169,1
8.026947011,6.612868666,2.161190206,1
9.21862689,6.586549301,2.145353631,1
9.330715063,6.828419786,2.53027626,1
8.420400036,7.233472327,3.147384329,1
7.57554154,7.608957402,3.473654671,1
6.642488684,8.000689556,3.663493327,1
5.624331277,8.408607514,3.716273382,1
3.945617578,8.757516216,3.60047316,1
2.983670634,9.026550838,3.320495289,1
4.360347944,9.185137573,3.055387938,1
7.763753365,9.144483203,3.121308703,1
11.63733174,8.627803992,3.684015946,1
13.38124047,7.665453571,4.014299178,1
12.17525079,6.488816795,3.888965759,1
11.49286307,5.30484479,3.778227724,1
10.72166827,4.287405477,3.316592135,1
9.113418295,3.460806738,2.55187493,1
6.635963801,2.831042591,1.721007668,1
4.569537983,2.532174908,1.221240536,1
3.953804242,2.607148959,1.35923403,1
2.596961258,2.895641654,1.836728039,1
2.013827532,3.446169011,2.402588139,1
1.614872713,4.110707932,2.80057927,1
0.335530739,4.894999215,3.076416095,1
1.318469946,5.97288459,3.17674348,1
2.455680867,7.073995951,3.279276982,1
2.815776833,8.114357553,3.299301825,1
3.647286964,9.078630493,3.005867135,1
5.319278492,9.829810647,2.440050596,1
6.838731192,10.25381279,1.93569023,1
8.102234828,10.36380757,1.761960287,1
8.659216748,10.15901035,2.099597287,1
9.457785543,9.703132167,2.765172576,1
11.11438448,8.964023007,3.595190732,1
12.32958356,8.453164083,3.616230808,1
12.85929689,8.772873246,4.059027526,1
12.45850622,9.850793801,5.97851144,1
11.1590885,11.06862831,7.44595268,1
9.559299927,11.55671279,7.59437647,1
7.938678953,11.39347516,7.652873881,1
6.054262648,10.87996576,8.030432513,1
4.100434933,10.45708486,8.377272584,1
2.066693945,10.34029768,8.4726737,1
6.005795246,10.23017769,8.585890499,1
15.52667519,9.838751244,8.854576085,1
23.63850244,8.765176483,8.750071963,1
24.63685128,7.222120985,7.217493125,1
16.03993339,5.83677121,4.594993756,1
7.92692353,5.141812117,3.358440147,1
2.803585002,5.228992322,3.439932686,1
1.825453675,6.264891154,4.057827148,1
2.932563108,7.583959356,4.518139865,1
0.965494039,8.579245554,4.479955179,1
2.091530789,9.211523052,3.746994049,1
4.790927586,9.373747892,3.459297223,1
8.207947454,9.213710272,3.69649739,1
10.78335353,8.677002377,4.16367541,1
9.090342457,7.905307585,4.409635831,1
8.798725584,7.291196167,4.624240129,1
13.16257331,6.683302787,4.782945924,1
15.0161357,5.650395227,4.369631443,1
12.88542509,4.398502426,3.122337757,1
7.288269022,3.318565643,1.38372116,1
3.713779186,2.752848328,0.550952899,1
3.190551383,2.512062468,0.602156495,1
2.840868508,2.329807552,0.643605667,1
3.066405605,2.207136514,0.651365604,1
2.949228278,2.076006161,0.594710986,1
2.719791788,1.988505784,0.51939722,1
2.833497712,1.915029094,0.459236255,1
2.497207692,1.811776188,0.342314611,1
2.086057251,1.747299133,0.257304682,1
1.631095878,1.718335708,0.232663767,1
1.305920584,1.741227426,0.234210517,1
1.368002224,1.777437901,0.187430034,1
1.614158131,1.807219212,0.136840394,1
1.755102072,1.845341346,0.130710239,1
2.074224508,1.899013444,0.182550681,1
1.985024882,1.97023684,0.322394099,1
1.800968653,2.073678287,0.450886399,1
1.852437147,2.249425435,0.620827031,1
1.796423,2.42142081,0.717709959,1
1.860013063,2.572754376,0.729423008,1
1.668025332,2.683164728,0.695976938,1
1.665815332,2.847425901,0.627473919,1
1.995379469,3.077812361,0.57181348,1
2.291823052,3.315476892,0.566408606,1
2.786458473,3.570078807,0.618845269,1
3.019439352,3.836311235,0.776940493,1
3.558440127,4.162574116,1.014215851,1
3.572390898,4.526925681,1.335353149,1
3.309758662,4.983220172,1.669105169,1
2.964116586,5.533234436,1.915123464,1
3.310637056,6.098725633,1.907902898,1
3.969679935,6.616395821,1.779133105,1
4.372024783,7.103108367,1.649526257,1
4.837842195,7.534891014,1.428423664,1
5.448782752,7.838910334,1.110105395,1
6.282068166,8.031760516,0.803231999,1
7.201955782,8.088912841,0.688898517,1
8.135335801,8.008584427,0.821675581,1
8.809901307,7.711617942,1.180495989,1
8.619028553,7.249549502,1.516631731,1
8.487338936,6.841362873,1.637593555,1
8.8368054,6.800191297,1.600447963,1
8.689851252,7.071757827,2.081182731,1
7.878035392,7.615975826,2.959403954,1
7.37728457,8.154478939,3.413236289,1
6.853591418,8.546959177,3.525121521,1
6.398671643,8.906681427,3.517498898,1
5.165670949,9.170895636,3.416983639,1
4.189216909,9.311540919,3.275236652,1
4.537162259,9.280140137,3.325317905,1
8.075623175,9.088063555,3.634805339,1
11.55247071,8.490296785,4.199778838,1
14.13203124,7.518415696,4.492992332,1
13.26306652,6.297888178,4.177315809,1
11.30208695,5.108966818,3.689129268,1
10.45081392,4.148619744,3.164645901,1
9.040813736,3.407202106,2.370056723,1
6.572123784,2.872697659,1.47174827,1
3.875209089,2.56796172,0.864362605,1
2.616396435,2.638767485,0.988617783,1
2.097955474,2.966098971,1.388176048,1
1.833659816,3.463192607,1.813244129,1
1.92675606,4.122314611,2.247155709,1
1.373852918,4.874372868,2.614891489,1
1.698616211,5.754347717,2.765161855,1
3.036637539,6.630373605,2.728930323,1
3.695769267,7.353511375,2.637400661,1
3.524764387,7.922160665,2.388764425,1
4.583266741,8.422375513,1.886489783,1
5.889711299,8.720808143,1.438391935,1
7.068891834,8.795019929,1.303202347,1
8.424879857,8.63332887,1.578553547,1
9.447338624,8.106875883,2.281596643,1
10.17360141,7.434804244,2.732952954,1
10.4588751,7.323552361,2.640271198,1
10.26801524,7.857881588,3.590430429,1
9.382262168,8.672224095,4.773355495,1
8.526912867,9.316433124,5.237823595,1
7.56759304,9.524402252,5.243630875,1
6.631829156,9.338628133,5.341659104,1
5.451981249,8.929108452,5.679758288,1
3.160349986,8.472221413,6.108655729,1
2.726622233,8.431725264,6.144969888,1
9.061082573,8.933189976,5.856794426,1
15.80216737,9.091015843,5.879335975,1
18.4114403,8.808193046,5.611626931,1
15.82435246,8.326979473,4.932750703,1
10.60660414,7.512936546,4.253193574,1
5.709851854,7.59016215,4.315223102,1
2.536632345,8.864252819,5.33287372,1
0.883110857,10.82121178,6.175835997,1
2.755388503,12.7147436,5.724848861,1
7.741269351,13.62067102,4.702693821,1
10.63934124,13.51271971,4.846605896,1
12.9739394,13.07743507,5.262729168,1
13.59930458,12.44333734,5.607699201,1
7.683923188,11.6910917,5.899153269,1
11.37886018,11.52624636,6.030398099,1
18.45075855,10.95412182,6.283334002,1
22.10622193,9.593278835,5.978615043,1
19.81842913,7.820281587,4.434487981,1
11.81466265,6.19844103,2.102336845,1
6.661756291,5.183130975,1.514297927,1
6.286494772,4.541573391,2.024899218,1
6.632962169,4.039744311,2.148349154,1
6.076848129,3.564570805,2.045252061,1
6.035469827,3.165434017,1.900358642,1
5.657614742,2.775013266,1.655951437,1
4.84232871,2.378922638,1.367706976,1
4.376249447,2.050543566,1.10600891,1
3.600023559,1.732797244,0.808672527,1
1.661562101,1.478268332,0.535247414,1
0.246180451,1.488311443,0.539517609,1
1.268203974,1.594214369,0.359064763,1
1.881227105,1.607766955,0.348918314,1
2.085480249,1.581293778,0.337005539,1
2.131262326,1.543056488,0.296941237,1
1.696708461,1.501719483,0.234357621,1
1.558537983,1.510459636,0.24293924,1
1.19878623,1.546548656,0.27241775,1
1.054734439,1.64269376,0.300890431,1
1.761993209,1.755351221,0.268857536,1
1.305209717,1.786264187,0.2851237,1
1.403729835,1.84911076,0.237439467,1
1.616495326,1.894806997,0.185651153,1
1.703107357,1.958346137,0.188239165,1
1.717892276,2.059299585,0.274998,1
1.78410999,2.263550347,0.5582328,1
1.919428177,2.531460429,0.837085634,1
2.160237277,2.842094702,1.090375547,1
2.18130905,3.215597884,1.391081824,1
2.071122862,3.703530612,1.751709741,1
1.933675452,4.311529939,2.100107147,1
1.860692204,4.99226416,2.311637494,1
2.251886729,5.709330819,2.340990722,1
2.712641828,6.417000292,2.256977411,1
3.760399899,7.131062306,2.095858951,1
4.463210815,7.770545764,1.939616167,1
5.025770904,8.322194491,1.688781665,1
5.8952691,8.782443403,1.313047722,1
7.060636323,9.107300743,0.893333876,1
8.151116139,9.255293567,0.624002406,1
8.741017663,9.13156346,0.894651462,1
9.031358788,8.797184089,1.438008424,1
9.328581462,8.483353262,1.675498088,1
9.853261967,8.452981364,1.662604446,1
10.15523448,8.652007106,1.91784737,1
9.979698087,8.992724321,2.397349245,1
9.628260024,9.380057223,2.803943513,1
9.143842497,9.774903665,3.075912323,1
8.540564562,10.17831085,3.227494941,1
6.913815072,10.49212473,3.20548607,1
5.397223954,10.72671981,3.015219219,1
5.893050514,10.80541537,2.882441412,1
9.02486248,10.54113936,3.396098529,1
11.84351939,9.798577664,4.329887332,1
13.56240663,8.702909332,5.007111978,1
13.85302711,7.349793914,5.329028142,1
13.57672444,6.112998648,5.10677664,1
13.17791432,5.039112758,4.5197197,1
11.67870343,4.115998556,3.615389056,1
9.259765819,3.269655676,2.591605991,1
6.184179602,2.537156048,1.664306478,1
3.250290367,2.351578506,1.313870592,1
1.599245535,2.640104264,1.730341872,1
0.886836072,3.208876614,2.172919127,1
0.031252453,3.918679527,2.441224454,1
1.485074446,4.807039293,2.480999172,1
2.83786554,5.648850868,2.634433624,1
3.946772297,6.410132526,2.806472028,1
3.215274627,7.073939647,2.927738403,1
1.934769544,7.808608656,2.785608717,1
4.328404176,8.620860949,2.038460556,1
6.135547952,9.110027369,1.452385655,1
7.286969029,9.327238522,1.114392232,1
7.984865208,9.355888722,1.064119023,1
8.914850114,9.262542861,1.211085911,1
9.903190194,9.034420076,1.446970077,1
10.45068212,8.619244639,1.709875483,1
10.5848435,7.935009418,2.151977381,1
10.56196472,7.014801121,2.71574259,1
10.05729248,6.955152931,2.642747661,1
9.220068371,7.943032193,4.679352817,1
8.307659485,9.530148388,6.972832475,1
7.573471023,10.80913627,7.759870212,1
7.0514066,11.26537405,7.690025778,1
6.633622266,11.08833609,7.804527069,1
5.751435827,10.50636139,8.315284444,1
3.608329909,10.15843798,8.57566974,1
1.382760534,10.17186412,8.565503401,1
9.965482816,10.30836148,8.43422512,1
19.9360851,9.422676258,8.87713148,1
25.09123032,7.652821589,8.353473636,1
21.09753828,5.46505777,6.046079488,1
12.13584886,3.77259947,3.069229592,1
5.281027035,3.415028389,2.142421932,1
0.813875184,3.890996346,2.899170972,1
2.272201744,4.57319827,2.897473306,1
3.742591296,5.083685075,2.896802691,1
2.747734158,5.770144161,3.285009665,1
1.108630598,6.699297738,3.597868771,1
2.237538411,7.581732667,3.175859318,1
3.213592137,7.943083882,2.72010892,1
4.172955272,7.929464882,2.743990475,1
8.560138055,7.798983165,2.943301663,1
10.04070661,7.20806375,3.302443651,1
7.635894419,6.389469484,3.507054722,1
7.377069799,5.805038919,3.730491513,1
10.60718215,5.236044719,3.878324847,1
12.03926993,4.323314888,3.56851378,1
9.932979889,3.285833056,2.532050795,1
5.851050562,2.494137246,1.235833701,1
3.07740214,2.098527446,0.528954961,1
2.868138105,1.956258357,0.428287954,1
2.650943906,1.844477198,0.303354362,1
1.854763941,1.76640443,0.144761551,1
1.791588772,1.826411707,0.252919341,1
1.687127798,1.884218131,0.30002743,1
1.479883844,1.87097697,0.311149198,1
1.664451604,1.837602144,0.364614955,1
2.016021784,1.858138394,0.360038856,1
1.894952566,1.910496441,0.413319725,1
1.654711252,2.009691237,0.506266649,1
1.75032651,2.160455774,0.594843378,1
1.870216231,2.295978069,0.638726826,1
2.454836708,2.342543701,0.622764356,1
2.369653017,2.297266871,0.629378123,1
1.554716189,2.229674682,0.653796362,1
1.146135581,2.225957305,0.657717418,1
1.869814104,2.268341881,0.597682776,1
2.539602248,2.252588117,0.609930287,1
2.886900526,2.232062895,0.603344396,1
3.162356624,2.229251088,0.60034412,1
3.105549458,2.195714574,0.554931644,1
2.335872553,2.229643256,0.616480757,1
2.002068413,2.429354962,0.883992015,1
1.693731123,2.732230952,1.161127468,1
1.517542421,3.172227548,1.47537021,1
1.569981342,3.789598987,1.887838453,1
1.712276466,4.510769474,2.245722687,1
2.334350023,5.204974372,2.344162804,1
2.858782457,5.801539749,2.296319076,1
2.826991489,6.32207045,2.155936029,1
3.444836272,6.857370027,1.866853588,1
4.332989616,7.369876567,1.533367915,1
5.03082831,7.735131042,1.154747396,1
6.093697083,7.922034193,0.798092248,1
7.69125681,7.934909066,0.769001874,1
8.78168621,7.733790071,1.026357503,1
8.65432545,7.361602537,1.232920926,1
8.300003793,6.844043822,1.610210299,1
8.064089471,6.279616365,1.953564645,1
8.179987258,5.889889974,1.947429648,1
8.569901665,5.749402839,1.823911604,1
7.985534373,5.867319704,2.029029763,1
6.899859813,6.242558312,2.640808539,1
6.222445812,6.678661793,3.042835668,1
5.680066865,7.085568254,3.221448471,1
5.059810872,7.423729671,3.233625808,1
3.478738293,7.680178941,3.136204939,1
2.655729226,7.937875065,2.875422945,1
4.166825559,8.081525256,2.633669111,1
6.775115916,7.936532083,2.87413111,1
9.74907031,7.44916794,3.395645608,1
11.73792045,6.562851341,3.81097623,1
11.26089462,5.428652405,3.789734701,1
10.29151042,4.369929087,3.478603601,1
9.061681043,3.357726461,3.055157944,1
7.624303566,2.578422339,2.430965582,1
6.055699532,2.083261783,1.766127611,1
4.092231142,1.894047101,1.392170754,1
2.716893823,2.032053081,1.648112662,1
1.901474488,2.398345667,2.103690055,1
0.885904317,2.926895252,2.532696531,1
0.395931092,3.652265107,2.861653011,1
0.673661442,4.496635473,3.017715345,1
0.169484168,5.419669887,3.117220794,1
1.26863982,6.485169796,2.957453495,1
2.672698008,7.505520034,2.733347297,1
4.163552707,8.381422057,2.431022305,1
5.472290941,9.038047516,2.061834521,1
6.379819684,9.440023122,1.684852148,1
7.186970344,9.614209401,1.430280951,1
8.139602862,9.553794013,1.540077579,1
8.839634752,9.210560002,2.098314142,1
9.904005583,8.572686348,2.921998342,1
10.82448326,7.99223261,3.166208257,1
11.4721422,7.993302698,3.167166959,1
11.43171823,8.643783474,4.285429985,1
10.72980729,9.593693229,5.637591675,1
9.492047002,10.26761848,6.115662591,1
8.121682479,10.4391368,6.115557727,1
6.582816467,10.21905004,6.233463879,1
4.707262742,9.752442087,6.648982615,1
2.460898213,9.314407019,7.096180187,1
4.099468211,9.183522842,7.232149126,1
10.83518414,9.061906617,7.326233862,1
17.97694997,8.347779829,7.465306844,1
20.93081579,7.069604341,6.768963066,1
17.46905976,5.797433399,5.01168338,1
11.20723022,5.119547748,3.664515636,1
5.920814918,4.881653506,3.322885593,1
1.916736918,5.041332194,3.406304166,1
0.326912064,6.235975466,4.12091101,1
1.152056439,7.853800339,4.628008637,1
2.883305964,9.327526182,4.605671322,1
3.693916253,10.20794091,4.103803893,1
5.195195086,10.46426351,3.754082368,1
8.209106371,10.43591134,3.794620939,1
10.69020325,10.15207371,4.048249544,1
8.8282878,9.551931326,4.357057907,1
7.517601795,9.020303559,4.721972505,1
13.86316964,8.57009054,5.047209328,1
16.5051608,7.477533584,4.965024425,1
15.88931487,6.17513521,4.050000895,1
11.68745327,5.024294972,2.442021471,1
6.257142215,4.340651059,1.029239837,1
4.911673398,4.145752977,0.808802264,1
5.370730065,3.999449403,0.789107048,1
4.688779415,3.725732496,0.739116388,1
3.512010129,3.441696656,0.851645807,1
3.015471599,3.240998442,1.029366292,1
2.937600079,3.095576132,1.146959923,1
3.481177066,3.01678255,1.181646276,1
4.380912488,2.867088294,1.207861279,1
4.851014133,2.598367118,1.138084034,1
4.308161394,2.272995905,0.884386862,1
3.448637659,1.97578042,0.606142002,1
2.633561002,1.824056578,0.357287176,1
1.848421012,1.792167381,0.291851884,1
1.505027985,1.861182269,0.368523663,1
1.561248501,1.974138195,0.412530711,1
2.149664258,2.09657283,0.451652243,1
1.984234507,2.172629609,0.513933242,1
1.693700724,2.229727786,0.521493202,1
1.597302003,2.254228027,0.501090742,1
1.336006549,2.239815054,0.521438443,1
1.93139924,2.262830418,0.484832392,1
2.314669035,2.265819981,0.482867702,1
2.538569886,2.260128316,0.48259373,1
2.634587245,2.305493079,0.526004977,1
2.785594853,2.453172055,0.755091738,1
2.910232048,2.703945112,1.141434637,1
2.555216278,3.048712178,1.585841696,1
1.938703137,3.541525352,2.052869879,1
1.453172274,4.186269095,2.426665614,1
1.56616019,4.90142692,2.565652213,1
1.961294868,5.57019398,2.479270589,1
2.257752377,6.144622862,2.229436645,1
2.992217518,6.682466643,1.841958988,1
4.111377003,7.171407594,1.391313898,1
5.293325424,7.508696457,0.946255715,1
6.357902711,7.638686567,0.686676116,1
7.483348015,7.601205735,0.761693568,1
8.386140568,7.40150602,0.993060514,1
8.604750523,7.039389295,1.205496003,1
8.253830795,6.538984248,1.462955295,1
7.705583692,5.941198513,1.818281236,1
7.636190178,5.339885454,2.106762328,1
7.881627032,5.080316505,1.96283801,1
7.484265637,5.221133538,2.195482283,1
6.593226523,5.697305775,3.002679436,1
5.98309439,6.315642048,3.683083234,1
5.486350862,6.872981887,3.998758215,1
4.764973318,7.314378263,4.06441094,1
3.60070005,7.695155606,3.985329029,1
2.275973444,8.005447434,3.769406377,1
1.692453104,8.172566438,3.541860432,1
5.040500689,8.254213502,3.398029877,1
9.289797361,7.898012199,3.870139371,1
12.24598801,7.100224733,4.299472619,1
12.77658925,6.032539517,4.213896005,1
11.55649278,4.820111182,3.825363743,1
9.90031462,3.721678319,3.270087874,1
8.572746747,2.86949283,2.588197689,1
6.703618338,2.270824339,1.759456195,1
3.94716348,1.985404944,1.139497004,1
2.508923749,2.12100503,1.412787713,1
1.478487654,2.487141842,1.867227157,1
1.311922699,3.029555347,2.245046468,1
1.569135852,3.691350965,2.590087079,1
0.652305899,4.431137436,2.914469974,1
0.572164156,5.3674688,3.050918887,1
1.378459725,6.415411803,3.023467381,1
2.586061835,7.457187926,2.900737768,1
3.849424396,8.392590555,2.678834449,1
5.303164334,9.134088609,2.320997748,1
6.170291873,9.613103146,1.944733414,1
6.902622703,9.87229167,1.613047403,1
7.929878874,9.908378433,1.548970863,1
8.967000568,9.646675501,2.012775405,1
10.01561953,9.104436257,2.726640469,1
11.05159419,8.313621641,3.409091368,1
11.79622095,7.945616944,3.290224544,1
11.94008813,8.348514395,3.922921339,1
11.26440493,9.337240483,5.593718855,1
10.0933097,10.30186001,6.586506583,1
8.762177117,10.81683543,6.749375497,1
7.263490335,10.81416953,6.750191747,1
5.312849547,10.49448632,6.982481632,1
3.544608137,10.18248012,7.270803687,1
2.107473368,9.981298568,7.476609336,1
7.371547223,9.954930933,7.504743348,1
15.82519546,9.586140285,7.710427167,1
21.82734901,8.517065388,7.509789796,1
20.91060017,7.098188395,6.061727449,1
15.24306395,6.078739795,4.235083352,1
8.735518049,5.730724267,3.556305675,1
4.066658322,5.723337725,3.550128312,1
2.19278749,6.799841562,4.412064388,1
1.53279263,8.486145123,5.43333287,1
1.843797025,10.10102988,5.525762865,1
3.683640737,11.37324326,4.9082454,1
5.134446492,11.97552834,4.253578846,1
7.638579084,12.02917327,4.169514877,1
10.71611417,11.81161659,4.440860127,1
11.76290867,11.29908783,4.817505924,1
8.661652636,10.60710254,5.184210802,1
14.83169669,10.14272913,5.533864476,1
19.05582309,9.016506257,5.610473479,1
17.68164024,7.470214209,4.68499231,1
14.56593077,6.07161123,3.315192883,1
9.7064916,5.048273359,1.740795704,1
5.670895776,4.580816227,0.801236879,1
5.463012297,4.523184335,0.739071551,1
5.590826492,4.363340566,0.689728747,1
4.84305582,4.057720243,0.752376561,1
4.017918527,3.758045914,0.950590868,1
3.569467951,3.555311934,1.0808157,1
3.592902615,3.42853171,1.14421685,1
3.695610454,3.290117952,1.198396898,1
4.332552056,3.153209271,1.222219342,1
5.031920279,2.954442981,1.174974589,1
5.094576858,2.641636678,0.98056073,1
3.864574609,2.298805727,0.580869404,1
2.534623265,2.097116129,0.268177026,1
1.846312525,2.042607571,0.225751627,1
1.990578732,2.069779811,0.216659227,1
2.301665704,2.061386949,0.221143911,1
2.208765043,2.038045961,0.206376253,1
2.326523643,2.014583427,0.198833014,1
2.344889148,1.98616941,0.170510486,1
1.90385725,1.98488171,0.167824022,1
1.66626735,2.083818993,0.316590424,1
1.847678628,2.169416837,0.307716385,1
1.98953769,2.293080393,0.390830997,1
2.118034924,2.49816436,0.637793293,1
1.906650114,2.767281404,0.92411986,1
2.068255817,3.092581747,1.116446606,1
1.97413971,3.459487187,1.30628019,1
2.04238347,3.96551287,1.583564938,1
2.332012145,4.650584572,2.024011854,1
2.893230082,5.38553293,2.355823378,1
2.522245787,6.065976861,2.514993953,1
3.084314196,6.776187857,2.414787352,1
4.040377355,7.430867089,2.203328392,1
4.809205365,7.943515213,1.934857228,1
5.15965354,8.241133598,1.635605805,1
5.737310225,8.381503966,1.409767333,1
7.034396535,8.37500836,1.42203198,1
8.893100494,8.161107432,1.734206921,1
9.681495725,7.63619343,2.172284331,1
9.697669389,6.920871729,2.529404516,1
9.624355742,6.294158999,2.540137385,1
9.631106518,6.001893924,2.296620865,1
9.1668586,6.034594143,2.349775144,1
7.785389216,6.356615907,2.910676903,1
6.563357219,6.85188817,3.477780203,1
5.672354163,7.357922529,3.756005718,1
4.895387252,7.795557882,3.788927639,1
3.643960471,8.11024099,3.663595552,1
2.528278715,8.338044672,3.44298021,1
3.430542088,8.436808971,3.285469113,1
6.701704996,8.281285034,3.545304672,1
9.958108705,7.71519005,4.152317625,1
12.38707624,6.810126533,4.533655666,1
12.73811184,5.678862349,4.410652407,1
11.62370081,4.524412594,3.892241653,1
10.04870769,3.527095848,3.152908698,1
8.042218328,2.726213571,2.295094414,1
5.921997297,2.194144749,1.469140113,1
3.515921699,1.973466306,0.975371753,1
1.875302717,2.146999539,1.325786048,1
1.040755163,2.575342069,1.782202555,1
0.907473533,3.113814142,2.033015279,1
1.0744344,3.740093959,2.213507537,1
1.193614296,4.454422688,2.384049289,1
1.65053336,5.291449381,2.555473898,1
2.039884919,6.185831356,2.686443666,1
2.721530106,7.085718341,2.653937144,1
3.715212864,7.921190307,2.456255111,1
5.251254029,8.614541328,2.1277623,1
6.158728021,9.03614207,1.81415772,1
6.425475896,9.210818444,1.600169443,1
7.170271698,9.246074093,1.541210815,1
8.217721696,9.105745375,1.770635338,1
9.563881226,8.704626535,2.30122195,1
10.59435311,7.863096804,3.197342072,1
11.03875477,7.461726404,3.079024072,1
11.07624977,8.008955272,4.011287887,1
10.64872307,9.253771182,6.137830587,1
9.467261447,10.51392391,7.448525586,1
7.905491766,11.11390093,7.58052362,1
6.778032383,11.09955997,7.586712906,1
5.766984512,10.61144256,7.99508385,1
4.206533304,10.24490927,8.287448094,1
1.148583914,10.20118053,8.320282861,1
6.580649103,10.44027644,8.08781373,1
16.51104345,9.86017588,8.539281287,1
23.52440886,8.387128258,8.535458935,1
23.25025041,6.566901337,6.896848723,1
15.46703164,5.34455989,4.49756509,1
7.762082093,5.354615351,4.52024048,1
1.896858343,5.942518543,5.135558415,1
2.101651623,6.918844361,5.201259862,1
3.769245908,8.113908901,5.328508702,1
3.539543005,9.071145047,5.321839665,1
0.779643468,9.732050908,4.994137565,1
1.780567233,10.31252212,4.192934761,1
5.32213965,10.55407685,3.739514939,1
11.02683593,10.44143602,3.908557662,1
15.56758626,9.695901896,4.405262986,1
13.64111401,8.41302856,4.376409867,1
11.66011652,7.410313353,4.209197291,1
14.05229702,6.642652637,4.061558164,1
13.34160736,5.592724149,3.295179773,1
10.14860162,4.570862423,2.102248289,1
6.584355539,3.865433687,1.014258431,1
4.196114538,3.547971664,0.457657652,1
4.195731418,3.439456613,0.418047437,1
3.57149467,3.327044574,0.344184648,1
2.738852901,3.285733402,0.337083889,1
3.613961935,3.311127921,0.302744031,1
3.983509369,3.207519309,0.354279867,1
3.553012142,3.036228273,0.351766277,1
3.122990098,2.900309408,0.386682816,1
3.094314258,2.769219437,0.495784645,1
3.409735309,2.602818393,0.621943685,1
3.110964028,2.368951344,0.708262353,1
3.071611031,2.151867512,0.776920947,1
